station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-05-02,00:00 - 00:30,00:00 - 00:30,14.4,14.5,14.4,78.0,0.0,1.8,260.0,6.1,1024.6,0.0
Girona,2026-05-02,00:30 - 01:00,00:30 - 01:00,14.4,14.5,14.4,79.0,0.0,1.4,325.0,4.7,1024.5,0.0
Girona,2026-05-02,01:00 - 01:30,01:00 - 01:30,14.4,14.4,14.3,79.0,0.0,1.1,311.0,4.7,1024.2,0.0
Girona,2026-05-02,01:30 - 02:00,01:30 - 02:00,14.2,14.3,14.0,81.0,0.0,2.2,255.0,4.7,1024.0,0.0
Girona,2026-05-02,02:00 - 02:30,02:00 - 02:30,14.1,14.3,14.0,83.0,0.0,0.0,219.0,2.5,1023.9,0.0
Girona,2026-05-02,02:30 - 03:00,02:30 - 03:00,13.9,14.3,13.7,86.0,0.0,2.5,282.0,6.8,1023.7,0.0
Girona,2026-05-02,03:00 - 03:30,03:00 - 03:30,13.8,14.0,13.4,82.0,0.0,0.7,308.0,5.0,1023.7,0.0
Girona,2026-05-02,03:30 - 04:00,03:30 - 04:00,12.8,13.4,12.3,90.0,0.0,0.0,106.0,1.8,1023.6,0.0
Girona,2026-05-02,04:00 - 04:30,04:00 - 04:30,12.1,12.3,11.8,95.0,0.0,0.7,295.0,3.2,1023.5,0.0
