station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-07-10,00:00 - 00:30,00:00 - 00:30,19.3,19.5,19.1,66.0,0.0
Fornells de la Selva,2026-07-10,00:30 - 01:00,00:30 - 01:00,18.9,19.1,18.6,68.0,0.0
Fornells de la Selva,2026-07-10,01:00 - 01:30,01:00 - 01:30,18.5,18.7,18.2,69.0,0.0
Fornells de la Selva,2026-07-10,01:30 - 02:00,01:30 - 02:00,17.8,18.2,17.4,73.0,0.0
Fornells de la Selva,2026-07-10,02:00 - 02:30,02:00 - 02:30,17.8,18.3,17.4,71.0,0.0
Fornells de la Selva,2026-07-10,02:30 - 03:00,02:30 - 03:00,17.4,17.7,17.2,72.0,0.0
Fornells de la Selva,2026-07-10,03:00 - 03:30,03:00 - 03:30,17.5,17.8,17.3,70.0,0.0
Fornells de la Selva,2026-07-10,03:30 - 04:00,03:30 - 04:00,17.0,17.7,16.6,75.0,0.0
Fornells de la Selva,2026-07-10,04:00 - 04:30,04:00 - 04:30,17.2,17.9,16.5,75.0,0.0
Fornells de la Selva,2026-07-10,04:30 - 05:00,04:30 - 05:00,17.4,17.9,16.9,74.0,0.0
Fornells de la Selva,2026-07-10,05:00 - 05:30,05:00 - 05:30,18.4,19.8,17.4,70.0,0.0
Fornells de la Selva,2026-07-10,05:30 - 06:00,05:30 - 06:00,20.6,21.7,19.8,64.0,0.0
Fornells de la Selva,2026-07-10,06:00 - 06:30,06:00 - 06:30,23.2,24.2,21.8,56.0,0.0
Fornells de la Selva,2026-07-10,06:30 - 07:00,06:30 - 07:00,25.4,26.8,24.2,48.0,0.0
Fornells de la Selva,2026-07-10,07:00 - 07:30,07:00 - 07:30,27.6,28.3,27.0,44.0,0.0
Fornells de la Selva,2026-07-10,07:30 - 08:00,07:30 - 08:00,28.4,28.9,28.1,46.0,0.0
Fornells de la Selva,2026-07-10,08:00 - 08:30,08:00 - 08:30,29.8,30.7,28.7,46.0,0.0
Fornells de la Selva,2026-07-10,08:30 - 09:00,08:30 - 09:00,30.8,32.0,30.1,44.0,0.0
Fornells de la Selva,2026-07-10,09:00 - 09:30,09:00 - 09:30,31.8,32.5,31.1,42.0,0.0
Fornells de la Selva,2026-07-10,09:30 - 10:00,09:30 - 10:00,31.9,32.5,31.4,43.0,0.0
Fornells de la Selva,2026-07-10,10:00 - 10:30,10:00 - 10:30,33.0,33.9,32.5,41.0,0.0
Fornells de la Selva,2026-07-10,10:30 - 11:00,10:30 - 11:00,34.1,34.8,33.7,37.0,0.0
Fornells de la Selva,2026-07-10,11:00 - 11:30,11:00 - 11:30,34.4,35.1,33.6,41.0,0.0
Fornells de la Selva,2026-07-10,11:30 - 12:00,11:30 - 12:00,34.8,35.4,34.3,41.0,0.0
Fornells de la Selva,2026-07-10,12:00 - 12:30,12:00 - 12:30,35.1,35.7,34.3,43.0,0.0
Fornells de la Selva,2026-07-10,12:30 - 13:00,12:30 - 13:00,35.3,36.1,34.5,40.0,0.0
Fornells de la Selva,2026-07-10,13:00 - 13:30,13:00 - 13:30,35.3,35.8,34.9,41.0,0.0
Fornells de la Selva,2026-07-10,13:30 - 14:00,13:30 - 14:00,35.0,35.4,34.4,40.0,0.0
Fornells de la Selva,2026-07-10,14:00 - 14:30,14:00 - 14:30,34.7,35.7,34.3,39.0,0.0
Fornells de la Selva,2026-07-10,14:30 - 15:00,14:30 - 15:00,35.1,35.5,34.8,34.0,0.0
Fornells de la Selva,2026-07-10,15:00 - 15:30,15:00 - 15:30,34.5,34.7,33.9,37.0,0.0
Fornells de la Selva,2026-07-10,15:30 - 16:00,15:30 - 16:00,33.9,34.4,33.5,38.0,0.0
Fornells de la Selva,2026-07-10,16:00 - 16:30,16:00 - 16:30,33.5,34.4,31.8,39.0,0.0
Fornells de la Selva,2026-07-10,16:30 - 17:00,16:30 - 17:00,31.8,32.5,30.4,49.0,0.0
