station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-07-11,00:00 - 00:30,00:00 - 00:30,21.8,22.1,21.4,94.0,0.0
Fornells de la Selva,2026-07-11,00:30 - 01:00,00:30 - 01:00,21.3,21.6,21.0,95.0,0.0
Fornells de la Selva,2026-07-11,01:00 - 01:30,01:00 - 01:30,21.8,22.1,21.0,94.0,0.0
Fornells de la Selva,2026-07-11,01:30 - 02:00,01:30 - 02:00,22.4,22.6,22.1,92.0,0.0
Fornells de la Selva,2026-07-11,02:00 - 02:30,02:00 - 02:30,22.6,22.7,22.6,91.0,0.0
Fornells de la Selva,2026-07-11,02:30 - 03:00,02:30 - 03:00,22.5,22.6,22.4,92.0,0.0
Fornells de la Selva,2026-07-11,03:00 - 03:30,03:00 - 03:30,22.8,23.1,22.5,91.0,0.0
Fornells de la Selva,2026-07-11,03:30 - 04:00,03:30 - 04:00,23.2,23.2,23.1,89.0,0.0
Fornells de la Selva,2026-07-11,04:00 - 04:30,04:00 - 04:30,22.9,23.1,22.7,90.0,0.0
Fornells de la Selva,2026-07-11,04:30 - 05:00,04:30 - 05:00,22.6,22.7,22.4,91.0,0.0
Fornells de la Selva,2026-07-11,05:00 - 05:30,05:00 - 05:30,22.7,23.0,22.4,89.0,0.0
Fornells de la Selva,2026-07-11,05:30 - 06:00,05:30 - 06:00,23.4,23.8,23.0,85.0,0.0
