station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-02-18,00:00 - 00:30,00:00 - 00:30,9.7,9.7,9.6,88.0,0.0,3.2,281.0,6.1,1020.0,0.0
Girona,2026-02-18,00:30 - 01:00,00:30 - 01:00,9.6,9.7,9.6,88.0,0.0,1.1,301.0,2.9,1019.6,0.0
Girona,2026-02-18,01:00 - 01:30,01:00 - 01:30,9.4,9.5,9.4,90.0,0.0,2.2,267.0,4.7,1019.5,0.0
Girona,2026-02-18,01:30 - 02:00,01:30 - 02:00,9.3,9.5,8.9,90.0,0.0,2.5,226.0,4.0,1019.0,0.0
Girona,2026-02-18,02:00 - 02:30,02:00 - 02:30,8.5,8.9,8.1,93.0,0.0,3.2,266.0,7.2,1018.6,0.0
Girona,2026-02-18,02:30 - 03:00,02:30 - 03:00,7.4,8.0,7.0,96.0,0.0,0.7,285.0,3.6,1018.5,0.0
Girona,2026-02-18,03:00 - 03:30,03:00 - 03:30,6.6,7.0,6.5,99.0,0.0,1.1,160.0,4.7,1018.0,0.0
Girona,2026-02-18,03:30 - 04:00,03:30 - 04:00,6.5,6.6,6.3,100.0,0.0,2.9,193.0,5.4,1017.9,0.0
Girona,2026-02-18,04:00 - 04:30,04:00 - 04:30,6.1,6.6,5.7,100.0,0.0,2.9,248.0,5.8,1017.7,0.0
Girona,2026-02-18,04:30 - 05:00,04:30 - 05:00,5.4,5.8,5.1,100.0,0.0,2.9,272.0,5.4,1017.6,0.0
Girona,2026-02-18,05:00 - 05:30,05:00 - 05:30,5.1,5.4,5.0,100.0,0.0,2.2,247.0,5.8,1017.4,0.0
Girona,2026-02-18,05:30 - 06:00,05:30 - 06:00,5.1,5.3,4.6,100.0,0.0,2.5,276.0,6.8,1017.1,0.0
Girona,2026-02-18,06:00 - 06:30,06:00 - 06:30,5.1,5.6,4.7,100.0,0.0,2.9,266.0,7.2,1016.8,0.0
Girona,2026-02-18,06:30 - 07:00,06:30 - 07:00,5.8,5.9,5.6,100.0,0.0,4.0,250.0,7.6,1017.1,10.0
Girona,2026-02-18,07:00 - 07:30,07:00 - 07:30,6.0,6.4,5.8,100.0,0.0,1.1,272.0,2.9,1017.2,39.0
Girona,2026-02-18,07:30 - 08:00,07:30 - 08:00,6.8,7.3,6.4,100.0,0.0,1.4,300.0,4.0,1017.2,71.0
Girona,2026-02-18,08:00 - 08:30,08:00 - 08:30,7.7,8.2,7.3,100.0,0.0,0.7,281.0,4.0,1016.9,146.0
Girona,2026-02-18,08:30 - 09:00,08:30 - 09:00,9.4,10.7,8.4,95.0,0.0,2.2,146.0,5.4,1016.6,301.0
Girona,2026-02-18,09:00 - 09:30,09:00 - 09:30,10.8,11.7,10.2,83.0,0.0,2.9,189.0,6.5,1016.2,364.0
Girona,2026-02-18,09:30 - 10:00,09:30 - 10:00,12.3,13.1,11.8,76.0,0.0,5.4,154.0,9.7,1015.7,440.0
Girona,2026-02-18,10:00 - 10:30,10:00 - 10:30,13.5,14.2,13.1,71.0,0.0,10.8,154.0,18.0,1015.3,552.0
Girona,2026-02-18,10:30 - 11:00,10:30 - 11:00,14.4,15.2,13.8,67.0,0.0,10.4,168.0,18.0,1014.9,526.0
Girona,2026-02-18,11:00 - 11:30,11:00 - 11:30,14.7,15.2,14.4,66.0,0.0,7.9,184.0,16.6,1014.3,352.0
Girona,2026-02-18,11:30 - 12:00,11:30 - 12:00,15.4,15.7,15.1,62.0,0.0,9.0,206.0,19.4,1013.6,363.0
Girona,2026-02-18,12:00 - 12:30,12:00 - 12:30,15.8,15.9,15.7,62.0,0.0,10.8,204.0,19.8,1012.6,264.0
Girona,2026-02-18,12:30 - 13:00,12:30 - 13:00,15.6,15.7,15.3,66.0,0.0,10.4,187.0,21.6,1012.0,300.0
Girona,2026-02-18,13:00 - 13:30,13:00 - 13:30,14.9,15.2,14.8,71.0,0.0,11.2,174.0,20.9,1011.2,263.0
Girona,2026-02-18,13:30 - 14:00,13:30 - 14:00,15.6,16.6,15.1,70.0,0.0,10.1,160.0,19.1,1010.2,398.0
Girona,2026-02-18,14:00 - 14:30,14:00 - 14:30,16.7,18.3,15.7,66.0,0.0,8.6,176.0,21.2,1009.0,379.0
Girona,2026-02-18,14:30 - 15:00,14:30 - 15:00,18.6,18.8,18.2,55.0,0.0,16.6,174.0,32.4,1007.9,541.0
Girona,2026-02-18,15:00 - 15:30,15:00 - 15:30,19.1,19.5,18.6,52.0,0.0,13.7,187.0,30.2,1007.2,357.0
Girona,2026-02-18,15:30 - 16:00,15:30 - 16:00,18.6,19.2,18.1,54.0,0.0,17.3,206.0,37.8,1006.5,258.0
Girona,2026-02-18,16:00 - 16:30,16:00 - 16:30,17.9,18.1,17.5,57.0,0.0,21.6,212.0,38.5,1006.2,199.0
Girona,2026-02-18,16:30 - 17:00,16:30 - 17:00,17.0,17.5,16.3,60.0,0.0,18.4,206.0,35.3,1005.8,66.0
Girona,2026-02-18,17:00 - 17:30,17:00 - 17:30,15.9,16.2,15.6,63.0,0.0,16.2,192.0,35.3,1005.8,16.0
Girona,2026-02-18,17:30 - 18:00,17:30 - 18:00,15.5,15.7,15.3,62.0,0.0,18.7,196.0,40.3,1005.8,0.0
Girona,2026-02-18,18:00 - 18:30,18:00 - 18:30,14.9,15.2,14.5,64.0,0.0,14.8,201.0,32.0,1005.9,0.0
Girona,2026-02-18,18:30 - 19:00,18:30 - 19:00,14.5,14.6,14.3,65.0,0.0,13.7,197.0,29.5,1006.2,0.0
Girona,2026-02-18,19:00 - 19:30,19:00 - 19:30,14.0,14.3,13.6,67.0,0.0,9.7,185.0,21.2,1005.9,0.0
