station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-08-31,00:00 - 00:30,00:00 - 00:30,17.8,18.0,17.6,71.0,0.0
Fornells de la Selva,2026-08-31,00:30 - 01:00,00:30 - 01:00,17.4,17.6,17.1,72.0,0.0
Fornells de la Selva,2026-08-31,01:00 - 01:30,01:00 - 01:30,16.9,17.1,16.6,74.0,0.0
Fornells de la Selva,2026-08-31,01:30 - 02:00,01:30 - 02:00,16.6,16.8,16.5,75.0,0.0
Fornells de la Selva,2026-08-31,02:00 - 02:30,02:00 - 02:30,16.6,16.8,16.2,75.0,0.0
Fornells de la Selva,2026-08-31,02:30 - 03:00,02:30 - 03:00,16.0,16.2,15.9,78.0,0.0
Fornells de la Selva,2026-08-31,03:00 - 03:30,03:00 - 03:30,15.9,16.1,15.7,79.0,0.0
Fornells de la Selva,2026-08-31,03:30 - 04:00,03:30 - 04:00,15.6,16.2,15.3,79.0,0.0
Fornells de la Selva,2026-08-31,04:00 - 04:30,04:00 - 04:30,15.2,15.4,15.1,81.0,0.0
Fornells de la Selva,2026-08-31,04:30 - 05:00,04:30 - 05:00,15.3,15.5,15.0,82.0,0.0
Fornells de la Selva,2026-08-31,05:00 - 05:30,05:00 - 05:30,14.8,14.9,14.6,83.0,0.0
Fornells de la Selva,2026-08-31,05:30 - 06:00,05:30 - 06:00,15.2,16.4,14.6,83.0,0.0
Fornells de la Selva,2026-08-31,06:00 - 06:30,06:00 - 06:30,17.9,19.5,16.5,73.0,0.0
Fornells de la Selva,2026-08-31,06:30 - 07:00,06:30 - 07:00,20.1,21.2,19.2,67.0,0.0
Fornells de la Selva,2026-08-31,07:00 - 07:30,07:00 - 07:30,22.7,23.4,21.2,60.0,0.0
