station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-06-26,00:00 - 00:30,00:00 - 00:30,22.6,23.8,20.9,72.0,0.0,4.3,239.0,8.6,1016.6,0.0
Girona,2026-06-26,00:30 - 01:00,00:30 - 01:00,20.2,20.9,19.7,83.0,0.0,3.2,278.0,7.6,1016.4,0.0
Girona,2026-06-26,01:00 - 01:30,01:00 - 01:30,19.4,19.7,19.2,86.0,0.0,3.2,253.0,6.8,1016.3,0.0
Girona,2026-06-26,01:30 - 02:00,01:30 - 02:00,20.1,20.6,19.1,81.0,0.0,2.2,202.0,9.7,1016.1,0.0
Girona,2026-06-26,02:00 - 02:30,02:00 - 02:30,20.2,20.8,19.6,79.0,0.0,2.5,162.0,7.6,1016.1,0.0
Girona,2026-06-26,02:30 - 03:00,02:30 - 03:00,18.8,19.6,18.4,87.0,0.0,1.8,251.0,4.7,1016.4,0.0
Girona,2026-06-26,03:00 - 03:30,03:00 - 03:30,18.1,18.3,18.0,90.0,0.0,2.5,272.0,5.0,1016.5,0.0
Girona,2026-06-26,03:30 - 04:00,03:30 - 04:00,17.8,18.0,17.4,91.0,0.0,2.5,286.0,4.7,1016.6,0.0
Girona,2026-06-26,04:00 - 04:30,04:00 - 04:30,17.3,17.4,17.2,92.0,0.0,3.6,268.0,6.8,1016.9,5.0
Girona,2026-06-26,04:30 - 05:00,04:30 - 05:00,17.3,17.5,17.3,94.0,0.0,1.1,323.0,3.2,1017.2,22.0
Girona,2026-06-26,05:00 - 05:30,05:00 - 05:30,18.4,19.5,17.6,88.0,0.0,2.5,244.0,4.3,1017.5,72.0
Girona,2026-06-26,05:30 - 06:00,05:30 - 06:00,20.1,21.3,19.5,78.0,0.0,2.5,289.0,6.5,1017.7,171.0
Girona,2026-06-26,06:00 - 06:30,06:00 - 06:30,23.0,24.6,21.4,65.0,0.0,1.1,273.0,3.2,1017.9,273.0
Girona,2026-06-26,06:30 - 07:00,06:30 - 07:00,26.6,28.2,24.7,53.0,0.0,1.1,321.0,3.6,1017.9,367.0
Girona,2026-06-26,07:00 - 07:30,07:00 - 07:30,28.3,29.7,27.1,47.0,0.0,1.8,340.0,7.6,1018.0,449.0
Girona,2026-06-26,07:30 - 08:00,07:30 - 08:00,29.9,30.6,29.4,40.0,0.0,2.9,140.0,8.6,1018.0,548.0
Girona,2026-06-26,08:00 - 08:30,08:00 - 08:30,30.9,31.4,30.6,37.0,0.0,2.5,196.0,7.9,1017.9,629.0
Girona,2026-06-26,08:30 - 09:00,08:30 - 09:00,32.2,33.1,31.6,33.0,0.0,4.0,201.0,12.2,1017.8,704.0
Girona,2026-06-26,09:00 - 09:30,09:00 - 09:30,33.0,34.1,32.4,31.0,0.0,6.8,202.0,18.0,1017.8,777.0
Girona,2026-06-26,09:30 - 10:00,09:30 - 10:00,34.2,35.0,33.7,29.0,0.0,7.9,185.0,17.6,1017.6,835.0
Girona,2026-06-26,10:00 - 10:30,10:00 - 10:30,35.0,35.5,34.3,29.0,0.0,9.0,187.0,24.1,1017.3,880.0
Girona,2026-06-26,10:30 - 11:00,10:30 - 11:00,35.8,36.3,35.2,26.0,0.0,9.7,172.0,21.2,1017.1,919.0
Girona,2026-06-26,11:00 - 11:30,11:00 - 11:30,36.2,36.8,35.9,24.0,0.0,11.2,170.0,26.3,1016.9,943.0
Girona,2026-06-26,11:30 - 12:00,11:30 - 12:00,36.2,36.6,35.8,24.0,0.0,12.6,171.0,28.4,1016.6,952.0
Girona,2026-06-26,12:00 - 12:30,12:00 - 12:30,36.1,36.8,35.7,25.0,0.0,16.2,162.0,32.0,1016.3,947.0
Girona,2026-06-26,12:30 - 13:00,12:30 - 13:00,36.1,36.6,35.7,25.0,0.0,15.8,164.0,30.2,1016.2,930.0
Girona,2026-06-26,13:00 - 13:30,13:00 - 13:30,36.2,36.9,35.8,25.0,0.0,14.8,163.0,32.4,1016.0,899.0
Girona,2026-06-26,13:30 - 14:00,13:30 - 14:00,35.9,36.6,35.6,24.0,0.0,19.1,159.0,33.8,1016.0,847.0
Girona,2026-06-26,14:00 - 14:30,14:00 - 14:30,35.8,36.4,35.3,25.0,0.0,18.4,164.0,36.4,1015.9,795.0
Girona,2026-06-26,14:30 - 15:00,14:30 - 15:00,35.4,35.8,35.0,26.0,0.0,18.0,162.0,39.2,1015.8,732.0
