station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-06-06,00:00 - 00:30,00:00 - 00:30,14.5,14.9,14.3,93.0,0.0
Fornells de la Selva,2026-06-06,00:30 - 01:00,00:30 - 01:00,14.1,14.3,14.0,95.0,0.0
Fornells de la Selva,2026-06-06,01:00 - 01:30,01:00 - 01:30,13.9,14.3,13.4,95.0,0.0
Fornells de la Selva,2026-06-06,01:30 - 02:00,01:30 - 02:00,12.7,13.4,12.1,96.0,0.0
Fornells de la Selva,2026-06-06,02:00 - 02:30,02:00 - 02:30,12.6,12.9,12.1,97.0,0.0
Fornells de la Selva,2026-06-06,02:30 - 03:00,02:30 - 03:00,12.1,12.4,11.7,98.0,0.0
Fornells de la Selva,2026-06-06,03:00 - 03:30,03:00 - 03:30,11.5,12.0,11.3,98.0,0.0
Fornells de la Selva,2026-06-06,03:30 - 04:00,03:30 - 04:00,11.4,11.9,11.2,98.0,0.0
Fornells de la Selva,2026-06-06,04:00 - 04:30,04:00 - 04:30,11.3,11.6,11.1,98.0,0.0
Fornells de la Selva,2026-06-06,04:30 - 05:00,04:30 - 05:00,11.8,12.8,11.2,98.0,0.0
Fornells de la Selva,2026-06-06,05:00 - 05:30,05:00 - 05:30,13.8,14.3,12.9,98.0,0.0
