station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-02-16,00:00 - 00:30,00:00 - 00:30,6.3,7.0,5.4,89.0,0.0,3.2,240.0,7.9,1015.3,0.0
Girona,2026-02-16,00:30 - 01:00,00:30 - 01:00,5.0,5.4,4.3,96.0,0.0,2.5,283.0,7.6,1015.4,0.0
Girona,2026-02-16,01:00 - 01:30,01:00 - 01:30,4.3,4.7,3.9,99.0,0.0,2.2,300.0,4.3,1015.3,0.0
Girona,2026-02-16,01:30 - 02:00,01:30 - 02:00,3.9,4.0,3.8,100.0,0.0,1.4,288.0,4.3,1015.2,0.0
Girona,2026-02-16,02:00 - 02:30,02:00 - 02:30,3.6,3.9,3.2,100.0,0.0,1.8,210.0,5.0,1015.4,0.0
Girona,2026-02-16,02:30 - 03:00,02:30 - 03:00,4.0,4.2,3.8,100.0,0.0,1.4,97.0,5.4,1015.3,0.0
Girona,2026-02-16,03:00 - 03:30,03:00 - 03:30,4.3,4.4,4.1,100.0,0.0,2.2,256.0,5.8,1014.7,0.0
Girona,2026-02-16,03:30 - 04:00,03:30 - 04:00,4.0,4.2,4.0,100.0,0.0,2.2,277.0,7.2,1014.3,0.0
Girona,2026-02-16,04:00 - 04:30,04:00 - 04:30,3.7,4.0,3.4,100.0,0.0,1.4,331.0,4.3,1014.0,0.0
Girona,2026-02-16,04:30 - 05:00,04:30 - 05:00,3.2,3.6,2.9,100.0,0.0,0.7,337.0,2.9,1014.5,0.0
Girona,2026-02-16,05:00 - 05:30,05:00 - 05:30,2.9,3.2,2.8,100.0,0.0,1.8,259.0,7.2,1014.4,0.0
Girona,2026-02-16,05:30 - 06:00,05:30 - 06:00,2.6,2.9,2.3,100.0,0.0,1.4,206.0,5.0,1014.3,0.0
Girona,2026-02-16,06:00 - 06:30,06:00 - 06:30,2.4,2.8,2.2,100.0,0.0,2.2,313.0,5.0,1014.1,0.0
Girona,2026-02-16,06:30 - 07:00,06:30 - 07:00,2.4,2.6,2.3,100.0,0.0,1.4,345.0,4.7,1014.3,4.0
Girona,2026-02-16,07:00 - 07:30,07:00 - 07:30,2.6,2.9,2.3,100.0,0.0,2.2,271.0,6.1,1014.2,28.0
Girona,2026-02-16,07:30 - 08:00,07:30 - 08:00,4.5,5.8,2.9,100.0,0.0,0.4,12.0,4.0,1014.2,107.0
Girona,2026-02-16,08:00 - 08:30,08:00 - 08:30,6.5,7.7,5.5,95.0,0.0,0.7,15.0,3.6,1013.7,153.0
Girona,2026-02-16,08:30 - 09:00,08:30 - 09:00,9.5,11.4,7.9,77.0,0.0,2.5,97.0,5.8,1013.3,264.0
Girona,2026-02-16,09:00 - 09:30,09:00 - 09:30,12.4,13.6,11.4,64.0,0.2,4.7,131.0,9.4,1012.9,349.0
Girona,2026-02-16,09:30 - 10:00,09:30 - 10:00,14.1,14.7,13.7,58.0,0.0,4.7,162.0,9.4,1013.0,438.0
Girona,2026-02-16,10:00 - 10:30,10:00 - 10:30,15.8,16.6,14.8,53.0,0.0,1.8,32.0,6.1,1012.9,501.0
Girona,2026-02-16,10:30 - 11:00,10:30 - 11:00,16.8,17.2,16.2,49.0,0.0,7.6,251.0,15.8,1012.7,551.0
Girona,2026-02-16,11:00 - 11:30,11:00 - 11:30,17.5,17.9,17.1,48.0,0.0,9.7,242.0,20.5,1012.4,600.0
Girona,2026-02-16,11:30 - 12:00,11:30 - 12:00,17.9,18.3,17.5,47.0,0.0,12.6,259.0,22.0,1011.9,621.0
Girona,2026-02-16,12:00 - 12:30,12:00 - 12:30,18.5,18.8,18.3,46.0,0.0,11.2,253.0,20.2,1011.5,613.0
Girona,2026-02-16,12:30 - 13:00,12:30 - 13:00,18.9,19.2,18.7,46.0,0.0,13.0,250.0,22.3,1011.0,606.0
Girona,2026-02-16,13:00 - 13:30,13:00 - 13:30,19.4,19.7,18.9,45.0,0.0,12.2,256.0,22.0,1010.5,582.0
Girona,2026-02-16,13:30 - 14:00,13:30 - 14:00,19.9,20.1,19.6,45.0,0.0,13.3,252.0,25.2,1010.1,539.0
Girona,2026-02-16,14:00 - 14:30,14:00 - 14:30,20.5,20.8,20.1,44.0,0.0,10.4,250.0,20.2,1010.2,479.0
Girona,2026-02-16,14:30 - 15:00,14:30 - 15:00,20.6,20.8,20.4,44.0,0.0,13.0,252.0,25.6,1010.0,413.0
