station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-01-05,00:00 - 00:30,00:00 - 00:30,3.4,3.6,3.2,58.0,0.0
Fornells de la Selva,2026-01-05,00:30 - 01:00,00:30 - 01:00,3.5,3.7,3.2,59.0,0.0
Fornells de la Selva,2026-01-05,01:00 - 01:30,01:00 - 01:30,3.2,3.2,3.1,62.0,0.0
Fornells de la Selva,2026-01-05,01:30 - 02:00,01:30 - 02:00,3.2,3.3,3.2,62.0,0.0
Fornells de la Selva,2026-01-05,02:00 - 02:30,02:00 - 02:30,3.3,3.4,3.2,61.0,0.0
Fornells de la Selva,2026-01-05,02:30 - 03:00,02:30 - 03:00,3.3,3.4,3.2,60.0,0.0
Fornells de la Selva,2026-01-05,03:00 - 03:30,03:00 - 03:30,3.2,3.3,3.1,60.0,0.0
Fornells de la Selva,2026-01-05,03:30 - 04:00,03:30 - 04:00,3.0,3.0,2.9,61.0,0.0
Fornells de la Selva,2026-01-05,04:00 - 04:30,04:00 - 04:30,2.9,2.9,2.8,61.0,0.0
Fornells de la Selva,2026-01-05,04:30 - 05:00,04:30 - 05:00,2.8,2.8,2.8,61.0,0.0
Fornells de la Selva,2026-01-05,05:00 - 05:30,05:00 - 05:30,2.8,2.8,2.7,62.0,0.0
Fornells de la Selva,2026-01-05,05:30 - 06:00,05:30 - 06:00,2.8,2.8,2.7,65.0,0.0
Fornells de la Selva,2026-01-05,06:00 - 06:30,06:00 - 06:30,2.8,2.8,2.7,65.0,0.0
Fornells de la Selva,2026-01-05,06:30 - 07:00,06:30 - 07:00,2.8,2.9,2.8,62.0,0.0
Fornells de la Selva,2026-01-05,07:00 - 07:30,07:00 - 07:30,2.9,3.0,2.8,62.0,0.0
Fornells de la Selva,2026-01-05,07:30 - 08:00,07:30 - 08:00,3.0,3.1,2.9,62.0,0.0
Fornells de la Selva,2026-01-05,08:00 - 08:30,08:00 - 08:30,3.2,3.4,3.0,61.0,0.0
Fornells de la Selva,2026-01-05,08:30 - 09:00,08:30 - 09:00,3.7,4.0,3.4,58.0,0.0
Fornells de la Selva,2026-01-05,09:00 - 09:30,09:00 - 09:30,4.0,4.1,4.0,55.0,0.0
Fornells de la Selva,2026-01-05,09:30 - 10:00,09:30 - 10:00,4.3,4.6,4.1,53.0,0.0
Fornells de la Selva,2026-01-05,10:00 - 10:30,10:00 - 10:30,4.8,4.9,4.6,52.0,0.0
Fornells de la Selva,2026-01-05,10:30 - 11:00,10:30 - 11:00,4.9,5.2,4.8,51.0,0.0
Fornells de la Selva,2026-01-05,11:00 - 11:30,11:00 - 11:30,5.7,6.0,5.3,48.0,0.0
Fornells de la Selva,2026-01-05,11:30 - 12:00,11:30 - 12:00,5.7,5.8,5.6,50.0,0.0
Fornells de la Selva,2026-01-05,12:00 - 12:30,12:00 - 12:30,6.1,6.5,5.8,50.0,0.0
Fornells de la Selva,2026-01-05,12:30 - 13:00,12:30 - 13:00,6.7,7.4,6.5,50.0,0.0
Fornells de la Selva,2026-01-05,13:00 - 13:30,13:00 - 13:30,7.6,7.8,7.4,49.0,0.0
Fornells de la Selva,2026-01-05,13:30 - 14:00,13:30 - 14:00,7.4,7.5,7.3,51.0,0.0
Fornells de la Selva,2026-01-05,14:00 - 14:30,14:00 - 14:30,7.5,7.6,7.1,45.0,0.0
Fornells de la Selva,2026-01-05,14:30 - 15:00,14:30 - 15:00,7.1,7.3,7.0,45.0,0.0
Fornells de la Selva,2026-01-05,15:00 - 15:30,15:00 - 15:30,7.2,7.3,7.1,46.0,0.0
Fornells de la Selva,2026-01-05,15:30 - 16:00,15:30 - 16:00,7.0,7.1,6.6,52.0,0.0
Fornells de la Selva,2026-01-05,16:00 - 16:30,16:00 - 16:30,6.1,6.6,5.8,64.0,0.0
Fornells de la Selva,2026-01-05,16:30 - 17:00,16:30 - 17:00,5.4,5.7,5.1,71.0,0.0
Fornells de la Selva,2026-01-05,17:00 - 17:30,17:00 - 17:30,4.9,5.2,4.6,74.0,0.0
Fornells de la Selva,2026-01-05,17:30 - 18:00,17:30 - 18:00,4.2,4.6,3.9,80.0,0.0
Fornells de la Selva,2026-01-05,18:00 - 18:30,18:00 - 18:30,3.7,3.9,3.4,78.0,0.0
Fornells de la Selva,2026-01-05,18:30 - 19:00,18:30 - 19:00,3.3,3.7,3.0,75.0,0.0
Fornells de la Selva,2026-01-05,19:00 - 19:30,19:00 - 19:30,2.5,3.0,1.8,79.0,0.0
Fornells de la Selva,2026-01-05,19:30 - 20:00,19:30 - 20:00,2.0,2.2,1.6,83.0,0.0
