station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-07-22,00:00 - 00:30,00:00 - 00:30,23.7,24.7,22.6,57.0,0.0
Fornells de la Selva,2026-07-22,00:30 - 01:00,00:30 - 01:00,22.4,23.0,22.1,59.0,0.0
Fornells de la Selva,2026-07-22,01:00 - 01:30,01:00 - 01:30,23.0,24.0,22.1,53.0,0.0
Fornells de la Selva,2026-07-22,01:30 - 02:00,01:30 - 02:00,21.7,22.4,21.5,55.0,0.0
Fornells de la Selva,2026-07-22,02:00 - 02:30,02:00 - 02:30,21.6,22.4,20.6,55.0,0.0
Fornells de la Selva,2026-07-22,02:30 - 03:00,02:30 - 03:00,20.5,20.9,20.2,59.0,0.0
Fornells de la Selva,2026-07-22,03:00 - 03:30,03:00 - 03:30,19.9,20.2,19.2,63.0,0.0
Fornells de la Selva,2026-07-22,03:30 - 04:00,03:30 - 04:00,19.1,19.2,18.9,65.0,0.0
Fornells de la Selva,2026-07-22,04:00 - 04:30,04:00 - 04:30,18.6,18.9,18.2,67.0,0.0
Fornells de la Selva,2026-07-22,04:30 - 05:00,04:30 - 05:00,18.3,18.5,18.1,70.0,0.0
Fornells de la Selva,2026-07-22,05:00 - 05:30,05:00 - 05:30,18.4,19.1,18.0,71.0,0.0
Fornells de la Selva,2026-07-22,05:30 - 06:00,05:30 - 06:00,20.0,21.1,19.1,68.0,0.0
Fornells de la Selva,2026-07-22,06:00 - 06:30,06:00 - 06:30,22.5,23.6,21.3,59.0,0.0
Fornells de la Selva,2026-07-22,06:30 - 07:00,06:30 - 07:00,24.7,25.2,23.8,51.0,0.0
Fornells de la Selva,2026-07-22,07:00 - 07:30,07:00 - 07:30,25.3,26.1,25.1,47.0,0.0
Fornells de la Selva,2026-07-22,07:30 - 08:00,07:30 - 08:00,26.8,27.2,26.2,43.0,0.0
Fornells de la Selva,2026-07-22,08:00 - 08:30,08:00 - 08:30,27.7,28.4,27.4,39.0,0.0
Fornells de la Selva,2026-07-22,08:30 - 09:00,08:30 - 09:00,29.1,29.7,28.3,35.0,0.0
Fornells de la Selva,2026-07-22,09:00 - 09:30,09:00 - 09:30,30.0,30.5,29.6,32.0,0.0
Fornells de la Selva,2026-07-22,09:30 - 10:00,09:30 - 10:00,30.8,31.4,30.3,31.0,0.0
Fornells de la Selva,2026-07-22,10:00 - 10:30,10:00 - 10:30,31.6,32.6,30.7,30.0,0.0
Fornells de la Selva,2026-07-22,10:30 - 11:00,10:30 - 11:00,32.2,32.8,31.9,29.0,0.0
Fornells de la Selva,2026-07-22,11:00 - 11:30,11:00 - 11:30,33.6,34.5,32.6,28.0,0.0
Fornells de la Selva,2026-07-22,11:30 - 12:00,11:30 - 12:00,33.6,34.2,32.9,27.0,0.0
Fornells de la Selva,2026-07-22,12:00 - 12:30,12:00 - 12:30,34.0,34.9,33.6,28.0,0.0
Fornells de la Selva,2026-07-22,12:30 - 13:00,12:30 - 13:00,34.4,35.0,33.7,27.0,0.0
Fornells de la Selva,2026-07-22,13:00 - 13:30,13:00 - 13:30,33.9,34.4,33.2,27.0,0.0
Fornells de la Selva,2026-07-22,13:30 - 14:00,13:30 - 14:00,33.5,34.1,33.0,27.0,0.0
