station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-03-27,00:00 - 00:30,00:00 - 00:30,1.9,2.1,1.7,94.0,0.0
Fornells de la Selva,2026-03-27,00:30 - 01:00,00:30 - 01:00,2.2,2.7,1.9,95.0,0.0
Fornells de la Selva,2026-03-27,01:00 - 01:30,01:00 - 01:30,3.1,3.4,2.8,94.0,0.0
Fornells de la Selva,2026-03-27,01:30 - 02:00,01:30 - 02:00,3.6,3.8,3.1,94.0,0.0
Fornells de la Selva,2026-03-27,02:00 - 02:30,02:00 - 02:30,3.9,4.0,3.8,94.0,0.0
Fornells de la Selva,2026-03-27,02:30 - 03:00,02:30 - 03:00,3.6,3.9,3.4,94.0,0.0
Fornells de la Selva,2026-03-27,03:00 - 03:30,03:00 - 03:30,3.8,4.2,3.5,91.0,0.0
Fornells de la Selva,2026-03-27,03:30 - 04:00,03:30 - 04:00,6.2,7.4,4.0,71.0,0.0
Fornells de la Selva,2026-03-27,04:00 - 04:30,04:00 - 04:30,7.6,7.8,7.4,62.0,0.0
Fornells de la Selva,2026-03-27,04:30 - 05:00,04:30 - 05:00,7.4,7.7,7.2,62.0,0.0
Fornells de la Selva,2026-03-27,05:00 - 05:30,05:00 - 05:30,7.1,7.3,6.8,64.0,0.0
Fornells de la Selva,2026-03-27,05:30 - 06:00,05:30 - 06:00,5.8,6.8,5.1,70.0,0.0
Fornells de la Selva,2026-03-27,06:00 - 06:30,06:00 - 06:30,4.5,5.1,3.9,79.0,0.0
Fornells de la Selva,2026-03-27,06:30 - 07:00,06:30 - 07:00,4.6,5.5,4.2,83.0,0.0
Fornells de la Selva,2026-03-27,07:00 - 07:30,07:00 - 07:30,6.8,8.3,5.6,74.0,0.0
Fornells de la Selva,2026-03-27,07:30 - 08:00,07:30 - 08:00,8.7,9.6,8.2,64.0,0.0
Fornells de la Selva,2026-03-27,08:00 - 08:30,08:00 - 08:30,9.7,10.1,9.3,57.0,0.0
Fornells de la Selva,2026-03-27,08:30 - 09:00,08:30 - 09:00,10.9,11.8,10.2,53.0,0.0
Fornells de la Selva,2026-03-27,09:00 - 09:30,09:00 - 09:30,12.6,13.1,11.9,50.0,0.0
Fornells de la Selva,2026-03-27,09:30 - 10:00,09:30 - 10:00,13.4,13.8,13.0,44.0,0.0
Fornells de la Selva,2026-03-27,10:00 - 10:30,10:00 - 10:30,13.9,14.4,13.5,45.0,0.0
Fornells de la Selva,2026-03-27,10:30 - 11:00,10:30 - 11:00,14.4,14.9,13.6,46.0,0.0
Fornells de la Selva,2026-03-27,11:00 - 11:30,11:00 - 11:30,15.1,15.6,14.5,39.0,0.0
Fornells de la Selva,2026-03-27,11:30 - 12:00,11:30 - 12:00,15.8,16.1,15.3,32.0,0.0
Fornells de la Selva,2026-03-27,12:00 - 12:30,12:00 - 12:30,16.2,16.7,15.6,33.0,0.0
Fornells de la Selva,2026-03-27,12:30 - 13:00,12:30 - 13:00,16.4,16.8,16.1,38.0,0.0
