station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-02-22,00:00 - 00:30,00:00 - 00:30,2.4,2.8,2.2,100.0,0.0,0.7,284.0,3.6,1029.6,0.0
Girona,2026-02-22,00:30 - 01:00,00:30 - 01:00,2.2,2.4,2.0,100.0,0.0,0.4,284.0,2.2,1029.3,0.0
Girona,2026-02-22,01:00 - 01:30,01:00 - 01:30,1.9,2.0,1.8,100.0,0.0,0.4,283.0,2.2,1029.1,0.0
Girona,2026-02-22,01:30 - 02:00,01:30 - 02:00,1.7,1.9,1.5,100.0,0.0,0.7,284.0,2.5,1028.9,0.0
Girona,2026-02-22,02:00 - 02:30,02:00 - 02:30,1.5,1.7,1.2,100.0,0.0,0.7,283.0,2.5,1028.6,0.0
Girona,2026-02-22,02:30 - 03:00,02:30 - 03:00,1.2,1.6,1.0,100.0,0.0,0.7,283.0,2.5,1028.1,0.0
Girona,2026-02-22,03:00 - 03:30,03:00 - 03:30,1.1,1.2,1.0,100.0,0.0,2.2,282.0,5.4,1028.0,0.0
Girona,2026-02-22,03:30 - 04:00,03:30 - 04:00,1.0,1.2,0.8,100.0,0.0,0.7,299.0,3.6,1028.1,0.0
Girona,2026-02-22,04:00 - 04:30,04:00 - 04:30,0.8,1.1,0.6,100.0,0.0,1.1,290.0,3.6,1028.1,0.0
Girona,2026-02-22,04:30 - 05:00,04:30 - 05:00,0.6,0.9,0.3,100.0,0.0,0.7,290.0,3.6,1028.2,0.0
Girona,2026-02-22,05:00 - 05:30,05:00 - 05:30,0.3,0.5,0.1,100.0,0.0,0.4,291.0,2.2,1028.3,0.0
Girona,2026-02-22,05:30 - 06:00,05:30 - 06:00,0.1,0.3,-0.1,100.0,0.0,0.4,290.0,2.5,1028.4,0.0
Girona,2026-02-22,06:00 - 06:30,06:00 - 06:30,0.0,0.1,-0.2,100.0,0.0,3.2,283.0,5.8,1028.4,0.0
Girona,2026-02-22,06:30 - 07:00,06:30 - 07:00,0.2,0.4,0.1,100.0,0.0,0.7,342.0,3.2,1028.7,17.0
Girona,2026-02-22,07:00 - 07:30,07:00 - 07:30,1.3,2.5,0.5,100.0,0.0,0.0,0.0,0.0,1028.8,75.0
Girona,2026-02-22,07:30 - 08:00,07:30 - 08:00,3.8,5.0,2.6,100.0,0.0,0.0,0.0,0.0,1028.9,183.0
Girona,2026-02-22,08:00 - 08:30,08:00 - 08:30,6.0,7.8,4.8,91.0,0.0,0.0,352.0,1.8,1028.8,246.0
Girona,2026-02-22,08:30 - 09:00,08:30 - 09:00,9.1,10.0,8.0,73.0,0.0,0.7,232.0,4.0,1028.7,342.0
Girona,2026-02-22,09:00 - 09:30,09:00 - 09:30,11.2,12.4,10.2,64.0,0.1,0.7,157.0,4.0,1028.7,424.0
Girona,2026-02-22,09:30 - 10:00,09:30 - 10:00,13.0,13.7,12.1,58.0,0.0,1.4,161.0,4.3,1028.7,502.0
Girona,2026-02-22,10:00 - 10:30,10:00 - 10:30,14.8,16.0,13.7,52.0,0.0,1.8,154.0,5.0,1028.5,563.0
Girona,2026-02-22,10:30 - 11:00,10:30 - 11:00,16.7,17.5,16.1,46.0,0.0,2.5,156.0,5.4,1028.3,614.0
Girona,2026-02-22,11:00 - 11:30,11:00 - 11:30,17.9,18.8,17.4,43.0,0.0,2.5,172.0,8.6,1028.0,649.0
Girona,2026-02-22,11:30 - 12:00,11:30 - 12:00,19.0,19.4,18.6,42.0,0.0,2.5,209.0,6.8,1027.7,666.0
Girona,2026-02-22,12:00 - 12:30,12:00 - 12:30,19.7,20.4,19.3,42.0,0.0,3.2,163.0,13.3,1027.3,669.0
Girona,2026-02-22,12:30 - 13:00,12:30 - 13:00,20.5,20.8,20.2,42.0,0.0,2.5,199.0,7.6,1026.7,643.0
Girona,2026-02-22,13:00 - 13:30,13:00 - 13:30,21.0,21.3,20.6,41.0,0.0,1.8,264.0,6.1,1026.3,610.0
Girona,2026-02-22,13:30 - 14:00,13:30 - 14:00,21.3,21.9,21.0,41.0,0.0,2.9,174.0,9.7,1025.9,564.0
Girona,2026-02-22,14:00 - 14:30,14:00 - 14:30,21.4,21.8,21.3,43.0,0.0,6.1,174.0,10.4,1025.6,509.0
Girona,2026-02-22,14:30 - 15:00,14:30 - 15:00,21.1,21.6,20.6,46.0,0.0,7.9,153.0,14.8,1025.5,441.0
Girona,2026-02-22,15:00 - 15:30,15:00 - 15:30,20.8,21.2,20.6,46.0,0.0,5.8,156.0,10.8,1025.4,335.0
Girona,2026-02-22,15:30 - 16:00,15:30 - 16:00,20.5,21.0,19.5,48.0,0.0,6.8,177.0,14.8,1025.3,229.0
Girona,2026-02-22,16:00 - 16:30,16:00 - 16:30,19.0,19.4,18.8,56.0,0.0,5.8,183.0,12.2,1025.5,122.0
Girona,2026-02-22,16:30 - 17:00,16:30 - 17:00,18.3,19.0,17.6,59.0,0.0,5.4,186.0,15.1,1025.6,72.0
Girona,2026-02-22,17:00 - 17:30,17:00 - 17:30,16.6,17.5,15.6,66.0,0.0,5.0,165.0,13.0,1025.9,16.0
Girona,2026-02-22,17:30 - 18:00,17:30 - 18:00,15.2,15.5,14.6,70.0,0.0,4.0,165.0,9.4,1026.2,0.0
Girona,2026-02-22,18:00 - 18:30,18:00 - 18:30,13.7,14.5,13.3,76.0,0.0,2.5,188.0,6.1,1026.4,0.0
Girona,2026-02-22,18:30 - 19:00,18:30 - 19:00,12.8,13.6,11.5,78.0,0.0,2.9,172.0,7.2,1026.6,0.0
