station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-08-03,00:00 - 00:30,00:00 - 00:30,22.3,22.5,22.1,100.0,0.0,1.4,284.0,4.7,1011.7,0.0
Girona,2026-08-03,00:30 - 01:00,00:30 - 01:00,21.8,22.2,21.6,100.0,0.0,1.4,249.0,2.9,1011.8,0.0
Girona,2026-08-03,01:00 - 01:30,01:00 - 01:30,21.9,22.1,21.6,100.0,0.0,1.4,264.0,4.3,1011.7,0.0
Girona,2026-08-03,01:30 - 02:00,01:30 - 02:00,21.9,22.1,21.8,100.0,0.0,1.1,282.0,2.9,1011.6,0.0
Girona,2026-08-03,02:00 - 02:30,02:00 - 02:30,22.6,23.1,22.1,100.0,0.0,1.4,258.0,5.0,1011.5,0.0
