station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-02-17,00:00 - 00:30,00:00 - 00:30,7.2,7.6,6.8,92.0,0.0
Fornells de la Selva,2026-02-17,00:30 - 01:00,00:30 - 01:00,7.4,7.7,7.0,91.0,0.0
Fornells de la Selva,2026-02-17,01:00 - 01:30,01:00 - 01:30,7.3,7.6,6.9,92.0,0.0
Fornells de la Selva,2026-02-17,01:30 - 02:00,01:30 - 02:00,6.8,7.3,6.4,93.0,0.0
Fornells de la Selva,2026-02-17,02:00 - 02:30,02:00 - 02:30,6.8,7.1,6.5,94.0,0.0
Fornells de la Selva,2026-02-17,02:30 - 03:00,02:30 - 03:00,7.1,7.4,6.8,93.0,0.0
Fornells de la Selva,2026-02-17,03:00 - 03:30,03:00 - 03:30,6.8,7.3,6.4,94.0,0.0
Fornells de la Selva,2026-02-17,03:30 - 04:00,03:30 - 04:00,7.0,7.4,6.6,95.0,0.0
Fornells de la Selva,2026-02-17,04:00 - 04:30,04:00 - 04:30,7.5,7.6,7.4,95.0,0.0
Fornells de la Selva,2026-02-17,04:30 - 05:00,04:30 - 05:00,7.5,7.6,7.2,95.0,0.0
Fornells de la Selva,2026-02-17,05:00 - 05:30,05:00 - 05:30,7.3,7.4,7.2,95.0,0.0
Fornells de la Selva,2026-02-17,05:30 - 06:00,05:30 - 06:00,6.9,7.3,6.4,95.0,0.0
Fornells de la Selva,2026-02-17,06:00 - 06:30,06:00 - 06:30,6.2,6.6,5.4,95.0,0.0
Fornells de la Selva,2026-02-17,06:30 - 07:00,06:30 - 07:00,5.1,5.4,4.6,96.0,0.0
Fornells de la Selva,2026-02-17,07:00 - 07:30,07:00 - 07:30,5.9,6.5,5.4,96.0,0.0
Fornells de la Selva,2026-02-17,07:30 - 08:00,07:30 - 08:00,7.4,8.3,6.5,94.0,0.0
Fornells de la Selva,2026-02-17,08:00 - 08:30,08:00 - 08:30,8.8,9.7,8.3,90.0,0.0
Fornells de la Selva,2026-02-17,08:30 - 09:00,08:30 - 09:00,10.1,11.1,9.6,79.0,0.0
Fornells de la Selva,2026-02-17,09:00 - 09:30,09:00 - 09:30,11.2,11.6,10.9,69.0,0.0
Fornells de la Selva,2026-02-17,09:30 - 10:00,09:30 - 10:00,11.8,12.0,11.6,66.0,0.0
Fornells de la Selva,2026-02-17,10:00 - 10:30,10:00 - 10:30,12.6,13.0,12.1,63.0,0.0
Fornells de la Selva,2026-02-17,10:30 - 11:00,10:30 - 11:00,13.2,13.5,12.9,61.0,0.0
Fornells de la Selva,2026-02-17,11:00 - 11:30,11:00 - 11:30,13.5,13.8,13.2,62.0,0.0
Fornells de la Selva,2026-02-17,11:30 - 12:00,11:30 - 12:00,13.6,14.0,13.4,62.0,0.0
Fornells de la Selva,2026-02-17,12:00 - 12:30,12:00 - 12:30,14.0,14.5,13.6,61.0,0.0
Fornells de la Selva,2026-02-17,12:30 - 13:00,12:30 - 13:00,15.4,16.3,14.3,59.0,0.0
Fornells de la Selva,2026-02-17,13:00 - 13:30,13:00 - 13:30,15.8,16.3,15.2,59.0,0.0
Fornells de la Selva,2026-02-17,13:30 - 14:00,13:30 - 14:00,15.7,16.3,15.1,61.0,0.0
Fornells de la Selva,2026-02-17,14:00 - 14:30,14:00 - 14:30,15.7,16.1,15.2,62.0,0.0
Fornells de la Selva,2026-02-17,14:30 - 15:00,14:30 - 15:00,15.1,15.6,14.7,62.0,0.0
Fornells de la Selva,2026-02-17,15:00 - 15:30,15:00 - 15:30,14.6,14.8,14.5,63.0,0.0
Fornells de la Selva,2026-02-17,15:30 - 16:00,15:30 - 16:00,14.3,14.6,14.2,65.0,0.0
Fornells de la Selva,2026-02-17,16:00 - 16:30,16:00 - 16:30,13.6,14.1,13.0,68.0,0.0
Fornells de la Selva,2026-02-17,16:30 - 17:00,16:30 - 17:00,12.5,13.0,11.9,73.0,0.0
Fornells de la Selva,2026-02-17,17:00 - 17:30,17:00 - 17:30,11.5,11.9,11.1,77.0,0.0
