station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-08-30,00:00 - 00:30,00:00 - 00:30,17.1,17.3,16.9,100.0,0.0,0.4,295.0,3.6,1018.2,0.0
Girona,2026-08-30,00:30 - 01:00,00:30 - 01:00,16.8,16.9,16.7,100.0,0.0,0.0,292.0,1.1,1017.9,0.0
Girona,2026-08-30,01:00 - 01:30,01:00 - 01:30,16.5,16.7,16.4,100.0,0.0,1.1,291.0,3.6,1017.7,0.0
Girona,2026-08-30,01:30 - 02:00,01:30 - 02:00,16.2,16.3,15.9,100.0,0.0,0.4,291.0,1.8,1017.6,0.0
Girona,2026-08-30,02:00 - 02:30,02:00 - 02:30,15.9,16.0,15.8,100.0,0.0,0.0,0.0,0.0,1017.6,0.0
Girona,2026-08-30,02:30 - 03:00,02:30 - 03:00,15.7,15.8,15.5,100.0,0.0,0.7,291.0,3.2,1017.5,0.0
Girona,2026-08-30,03:00 - 03:30,03:00 - 03:30,15.4,15.6,15.3,100.0,0.0,0.4,292.0,1.1,1017.5,0.0
Girona,2026-08-30,03:30 - 04:00,03:30 - 04:00,15.2,15.4,14.9,100.0,0.0,0.7,291.0,2.2,1017.5,0.0
Girona,2026-08-30,04:00 - 04:30,04:00 - 04:30,14.9,15.0,14.7,100.0,0.0,0.4,291.0,1.8,1017.6,0.0
Girona,2026-08-30,04:30 - 05:00,04:30 - 05:00,14.7,14.7,14.5,100.0,0.0,0.4,292.0,2.2,1017.6,0.0
Girona,2026-08-30,05:00 - 05:30,05:00 - 05:30,14.5,14.6,14.4,100.0,0.0,0.7,291.0,1.8,1017.7,6.0
Girona,2026-08-30,05:30 - 06:00,05:30 - 06:00,15.3,16.9,14.6,100.0,0.0,0.7,283.0,4.0,1017.9,53.0
Girona,2026-08-30,06:00 - 06:30,06:00 - 06:30,18.0,18.8,17.1,91.0,0.0,0.7,287.0,3.2,1017.8,137.0
Girona,2026-08-30,06:30 - 07:00,06:30 - 07:00,19.8,20.8,18.8,78.0,0.0,1.1,284.0,3.2,1017.7,222.0
Girona,2026-08-30,07:00 - 07:30,07:00 - 07:30,22.0,23.7,20.7,67.0,0.0,1.1,314.0,3.6,1017.7,327.0
Girona,2026-08-30,07:30 - 08:00,07:30 - 08:00,24.6,25.6,23.8,57.0,0.0,1.1,181.0,5.4,1017.6,415.0
Girona,2026-08-30,08:00 - 08:30,08:00 - 08:30,26.1,27.0,25.7,51.0,0.0,1.8,215.0,4.7,1017.7,513.0
Girona,2026-08-30,08:30 - 09:00,08:30 - 09:00,28.1,29.6,27.1,45.0,0.0,2.9,196.0,6.1,1017.6,598.0
Girona,2026-08-30,09:00 - 09:30,09:00 - 09:30,29.9,30.5,29.3,35.0,0.0,5.8,185.0,11.5,1017.5,678.0
Girona,2026-08-30,09:30 - 10:00,09:30 - 10:00,30.8,31.4,30.5,32.0,0.0,6.5,203.0,18.0,1017.1,744.0
