station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-08-20,00:00 - 00:30,00:00 - 00:30,25.3,25.8,24.8,97.0,0.0,6.8,300.0,14.0,1011.3,0.0
Girona,2026-08-20,00:30 - 01:00,00:30 - 01:00,25.9,26.5,25.4,81.0,0.1,5.4,359.0,15.5,1010.6,0.0
Girona,2026-08-20,01:00 - 01:30,01:00 - 01:30,26.2,26.9,25.3,68.0,0.0,6.1,65.0,19.8,1010.6,0.0
Girona,2026-08-20,01:30 - 02:00,01:30 - 02:00,24.7,26.4,23.6,78.0,0.0,2.9,326.0,9.0,1010.7,0.0
Girona,2026-08-20,02:00 - 02:30,02:00 - 02:30,23.1,23.6,22.8,89.0,0.0,3.2,280.0,7.6,1010.9,0.0
Girona,2026-08-20,02:30 - 03:00,02:30 - 03:00,22.4,22.7,22.2,95.0,0.0,2.5,265.0,7.2,1010.9,0.0
Girona,2026-08-20,03:00 - 03:30,03:00 - 03:30,22.0,22.4,21.6,98.0,0.0,1.4,290.0,6.1,1010.8,0.0
Girona,2026-08-20,03:30 - 04:00,03:30 - 04:00,21.6,21.7,21.4,100.0,0.0,2.2,238.0,4.0,1010.8,0.0
Girona,2026-08-20,04:00 - 04:30,04:00 - 04:30,21.3,21.4,21.3,100.0,0.0,1.1,242.0,4.3,1010.9,0.0
Girona,2026-08-20,04:30 - 05:00,04:30 - 05:00,21.2,21.3,21.1,100.0,0.0,0.7,15.0,2.5,1011.1,0.0
Girona,2026-08-20,05:00 - 05:30,05:00 - 05:30,21.3,21.4,21.1,100.0,0.0,1.8,313.0,4.7,1011.1,14.0
Girona,2026-08-20,05:30 - 06:00,05:30 - 06:00,21.9,22.3,21.5,99.0,0.0,4.0,262.0,9.0,1011.5,26.0
Girona,2026-08-20,06:00 - 06:30,06:00 - 06:30,22.6,22.8,22.3,97.0,0.0,0.4,327.0,3.6,1011.9,29.0
Girona,2026-08-20,06:30 - 07:00,06:30 - 07:00,22.9,23.3,22.7,95.0,0.0,1.8,9.0,4.0,1011.9,60.0
