station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-03-29,00:00 - 00:30,00:00 - 00:30,10.1,10.3,10.0,48.0,0.0
Fornells de la Selva,2026-03-29,00:30 - 01:00,00:30 - 01:00,10.3,10.4,10.1,45.0,0.0
Fornells de la Selva,2026-03-29,01:00 - 01:30,01:00 - 01:30,10.2,10.4,10.0,39.0,0.0
Fornells de la Selva,2026-03-29,01:30 - 02:00,01:30 - 02:00,9.9,10.1,9.7,37.0,0.0
Fornells de la Selva,2026-03-29,02:00 - 02:30,02:00 - 02:30,10.0,10.1,9.8,31.0,0.0
Fornells de la Selva,2026-03-29,02:30 - 03:00,02:30 - 03:00,9.5,9.8,9.2,33.0,0.0
Fornells de la Selva,2026-03-29,03:00 - 03:30,03:00 - 03:30,9.4,9.6,9.2,34.0,0.0
Fornells de la Selva,2026-03-29,03:30 - 04:00,03:30 - 04:00,9.1,9.3,8.9,34.0,0.0
Fornells de la Selva,2026-03-29,04:00 - 04:30,04:00 - 04:30,8.9,9.0,8.6,34.0,0.0
Fornells de la Selva,2026-03-29,04:30 - 05:00,04:30 - 05:00,8.8,9.0,8.7,34.0,0.0
Fornells de la Selva,2026-03-29,05:00 - 05:30,05:00 - 05:30,8.8,9.0,8.7,33.0,0.0
Fornells de la Selva,2026-03-29,05:30 - 06:00,05:30 - 06:00,8.7,8.8,8.5,31.0,0.0
Fornells de la Selva,2026-03-29,06:00 - 06:30,06:00 - 06:30,8.8,9.0,8.5,30.0,0.0
Fornells de la Selva,2026-03-29,06:30 - 07:00,06:30 - 07:00,9.3,9.5,9.0,28.0,0.0
Fornells de la Selva,2026-03-29,07:00 - 07:30,07:00 - 07:30,9.6,9.9,9.4,29.0,0.0
Fornells de la Selva,2026-03-29,07:30 - 08:00,07:30 - 08:00,10.1,10.5,9.9,28.0,0.0
Fornells de la Selva,2026-03-29,08:00 - 08:30,08:00 - 08:30,10.8,11.2,10.5,28.0,0.0
Fornells de la Selva,2026-03-29,08:30 - 09:00,08:30 - 09:00,11.5,11.8,11.2,25.0,0.0
Fornells de la Selva,2026-03-29,09:00 - 09:30,09:00 - 09:30,11.8,12.0,11.7,25.0,0.0
Fornells de la Selva,2026-03-29,09:30 - 10:00,09:30 - 10:00,12.1,12.3,12.0,26.0,0.0
Fornells de la Selva,2026-03-29,10:00 - 10:30,10:00 - 10:30,12.8,13.2,12.4,28.0,0.0
Fornells de la Selva,2026-03-29,10:30 - 11:00,10:30 - 11:00,12.6,12.9,12.4,29.0,0.0
Fornells de la Selva,2026-03-29,11:00 - 11:30,11:00 - 11:30,12.8,13.2,12.1,31.0,0.0
Fornells de la Selva,2026-03-29,11:30 - 12:00,11:30 - 12:00,12.7,13.0,12.1,32.0,0.0
Fornells de la Selva,2026-03-29,12:00 - 12:30,12:00 - 12:30,13.2,13.6,13.0,32.0,0.0
