station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-02-20,00:00 - 00:30,00:00 - 00:30,2.7,3.2,2.3,91.0,0.0
Fornells de la Selva,2026-02-20,00:30 - 01:00,00:30 - 01:00,2.6,3.0,2.3,92.0,0.0
Fornells de la Selva,2026-02-20,01:00 - 01:30,01:00 - 01:30,1.9,2.2,1.6,93.0,0.0
Fornells de la Selva,2026-02-20,01:30 - 02:00,01:30 - 02:00,1.6,1.8,1.5,94.0,0.0
Fornells de la Selva,2026-02-20,02:00 - 02:30,02:00 - 02:30,1.5,1.7,1.2,94.0,0.0
Fornells de la Selva,2026-02-20,02:30 - 03:00,02:30 - 03:00,1.3,1.7,1.1,94.0,0.0
Fornells de la Selva,2026-02-20,03:00 - 03:30,03:00 - 03:30,0.9,1.4,0.6,94.0,0.0
Fornells de la Selva,2026-02-20,03:30 - 04:00,03:30 - 04:00,1.0,1.3,0.6,95.0,0.0
Fornells de la Selva,2026-02-20,04:00 - 04:30,04:00 - 04:30,0.9,1.1,0.6,95.0,0.0
Fornells de la Selva,2026-02-20,04:30 - 05:00,04:30 - 05:00,0.8,1.3,0.5,95.0,0.0
Fornells de la Selva,2026-02-20,05:00 - 05:30,05:00 - 05:30,0.4,0.7,0.1,95.0,0.0
Fornells de la Selva,2026-02-20,05:30 - 06:00,05:30 - 06:00,0.1,0.4,-0.1,95.0,0.0
Fornells de la Selva,2026-02-20,06:00 - 06:30,06:00 - 06:30,0.2,0.6,-0.1,96.0,0.0
Fornells de la Selva,2026-02-20,06:30 - 07:00,06:30 - 07:00,0.1,0.3,-0.2,95.0,0.0
Fornells de la Selva,2026-02-20,07:00 - 07:30,07:00 - 07:30,1.0,1.6,0.4,95.0,0.0
Fornells de la Selva,2026-02-20,07:30 - 08:00,07:30 - 08:00,3.0,4.3,1.8,91.0,0.0
Fornells de la Selva,2026-02-20,08:00 - 08:30,08:00 - 08:30,6.2,7.7,4.3,81.0,0.0
Fornells de la Selva,2026-02-20,08:30 - 09:00,08:30 - 09:00,8.5,9.5,7.6,71.0,0.0
Fornells de la Selva,2026-02-20,09:00 - 09:30,09:00 - 09:30,10.7,11.4,9.7,64.0,0.0
Fornells de la Selva,2026-02-20,09:30 - 10:00,09:30 - 10:00,12.0,12.5,11.0,57.0,0.0
Fornells de la Selva,2026-02-20,10:00 - 10:30,10:00 - 10:30,12.4,13.4,12.1,53.0,0.0
Fornells de la Selva,2026-02-20,10:30 - 11:00,10:30 - 11:00,14.4,15.5,13.5,51.0,0.0
Fornells de la Selva,2026-02-20,11:00 - 11:30,11:00 - 11:30,14.9,15.5,14.6,51.0,0.0
Fornells de la Selva,2026-02-20,11:30 - 12:00,11:30 - 12:00,14.7,14.9,14.5,54.0,0.0
Fornells de la Selva,2026-02-20,12:00 - 12:30,12:00 - 12:30,15.2,15.5,14.8,52.0,0.0
Fornells de la Selva,2026-02-20,12:30 - 13:00,12:30 - 13:00,15.5,15.8,15.3,51.0,0.0
Fornells de la Selva,2026-02-20,13:00 - 13:30,13:00 - 13:30,15.7,15.9,15.4,51.0,0.0
Fornells de la Selva,2026-02-20,13:30 - 14:00,13:30 - 14:00,15.3,15.5,14.9,59.0,0.0
Fornells de la Selva,2026-02-20,14:00 - 14:30,14:00 - 14:30,14.7,15.0,14.5,62.0,0.0
Fornells de la Selva,2026-02-20,14:30 - 15:00,14:30 - 15:00,14.2,14.4,13.9,62.0,0.0
Fornells de la Selva,2026-02-20,15:00 - 15:30,15:00 - 15:30,13.6,13.9,13.2,66.0,0.0
Fornells de la Selva,2026-02-20,15:30 - 16:00,15:30 - 16:00,13.1,13.2,13.0,68.0,0.0
Fornells de la Selva,2026-02-20,16:00 - 16:30,16:00 - 16:30,12.6,12.9,12.1,71.0,0.0
