station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-08-04,00:00 - 00:30,00:00 - 00:30,24.7,24.9,24.5,89.0,0.0
Fornells de la Selva,2026-08-04,00:30 - 01:00,00:30 - 01:00,24.4,24.5,24.2,89.0,0.0
Fornells de la Selva,2026-08-04,01:00 - 01:30,01:00 - 01:30,24.2,24.3,23.7,90.0,0.0
Fornells de la Selva,2026-08-04,01:30 - 02:00,01:30 - 02:00,23.5,23.8,23.2,92.0,0.0
Fornells de la Selva,2026-08-04,02:00 - 02:30,02:00 - 02:30,23.7,24.0,23.5,92.0,0.0
Fornells de la Selva,2026-08-04,02:30 - 03:00,02:30 - 03:00,23.7,24.0,23.2,92.0,0.0
Fornells de la Selva,2026-08-04,03:00 - 03:30,03:00 - 03:30,22.9,23.2,22.5,94.0,0.0
Fornells de la Selva,2026-08-04,03:30 - 04:00,03:30 - 04:00,22.3,22.5,22.1,96.0,0.0
Fornells de la Selva,2026-08-04,04:00 - 04:30,04:00 - 04:30,21.8,22.3,21.3,96.0,0.0
Fornells de la Selva,2026-08-04,04:30 - 05:00,04:30 - 05:00,21.5,21.7,21.1,96.0,0.0
Fornells de la Selva,2026-08-04,05:00 - 05:30,05:00 - 05:30,21.3,21.7,21.1,97.0,0.0
Fornells de la Selva,2026-08-04,05:30 - 06:00,05:30 - 06:00,22.7,23.7,21.7,92.0,0.0
Fornells de la Selva,2026-08-04,06:00 - 06:30,06:00 - 06:30,24.7,25.5,23.8,81.0,0.0
Fornells de la Selva,2026-08-04,06:30 - 07:00,06:30 - 07:00,25.7,26.1,25.4,75.0,0.0
Fornells de la Selva,2026-08-04,07:00 - 07:30,07:00 - 07:30,26.7,27.2,25.6,73.0,0.0
