station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-02-21,00:00 - 00:30,00:00 - 00:30,2.1,2.5,1.8,97.0,0.0
Fornells de la Selva,2026-02-21,00:30 - 01:00,00:30 - 01:00,1.9,2.6,1.5,97.0,0.0
Fornells de la Selva,2026-02-21,01:00 - 01:30,01:00 - 01:30,1.7,2.1,1.5,97.0,0.0
Fornells de la Selva,2026-02-21,01:30 - 02:00,01:30 - 02:00,1.4,1.7,1.1,97.0,0.0
Fornells de la Selva,2026-02-21,02:00 - 02:30,02:00 - 02:30,1.0,1.2,0.9,97.0,0.0
Fornells de la Selva,2026-02-21,02:30 - 03:00,02:30 - 03:00,0.9,1.1,0.7,97.0,0.0
Fornells de la Selva,2026-02-21,03:00 - 03:30,03:00 - 03:30,0.7,0.9,0.5,97.0,0.0
Fornells de la Selva,2026-02-21,03:30 - 04:00,03:30 - 04:00,0.3,0.5,0.1,97.0,0.0
Fornells de la Selva,2026-02-21,04:00 - 04:30,04:00 - 04:30,0.2,0.5,0.0,97.0,0.0
Fornells de la Selva,2026-02-21,04:30 - 05:00,04:30 - 05:00,0.2,0.3,0.0,97.0,0.0
Fornells de la Selva,2026-02-21,05:00 - 05:30,05:00 - 05:30,0.0,0.4,-0.2,97.0,0.0
Fornells de la Selva,2026-02-21,05:30 - 06:00,05:30 - 06:00,-0.2,0.0,-0.4,97.0,0.0
Fornells de la Selva,2026-02-21,06:00 - 06:30,06:00 - 06:30,-0.1,0.3,-0.4,97.0,0.0
Fornells de la Selva,2026-02-21,06:30 - 07:00,06:30 - 07:00,-0.2,0.1,-0.4,97.0,0.0
Fornells de la Selva,2026-02-21,07:00 - 07:30,07:00 - 07:30,0.3,1.0,-0.2,97.0,0.0
Fornells de la Selva,2026-02-21,07:30 - 08:00,07:30 - 08:00,2.1,3.0,1.1,97.0,0.0
Fornells de la Selva,2026-02-21,08:00 - 08:30,08:00 - 08:30,4.2,5.1,3.0,93.0,0.0
Fornells de la Selva,2026-02-21,08:30 - 09:00,08:30 - 09:00,6.9,8.5,5.3,85.0,0.0
Fornells de la Selva,2026-02-21,09:00 - 09:30,09:00 - 09:30,9.2,10.0,8.2,77.0,0.0
Fornells de la Selva,2026-02-21,09:30 - 10:00,09:30 - 10:00,11.0,12.6,9.6,69.0,0.0
Fornells de la Selva,2026-02-21,10:00 - 10:30,10:00 - 10:30,12.5,13.2,11.7,67.0,0.0
Fornells de la Selva,2026-02-21,10:30 - 11:00,10:30 - 11:00,13.6,14.5,13.1,62.0,0.0
Fornells de la Selva,2026-02-21,11:00 - 11:30,11:00 - 11:30,15.1,15.7,14.6,54.0,0.0
Fornells de la Selva,2026-02-21,11:30 - 12:00,11:30 - 12:00,16.1,16.5,15.7,50.0,0.0
Fornells de la Selva,2026-02-21,12:00 - 12:30,12:00 - 12:30,16.9,17.6,16.5,48.0,0.0
Fornells de la Selva,2026-02-21,12:30 - 13:00,12:30 - 13:00,17.7,17.9,17.5,44.0,0.0
Fornells de la Selva,2026-02-21,13:00 - 13:30,13:00 - 13:30,18.0,18.4,17.5,43.0,0.0
Fornells de la Selva,2026-02-21,13:30 - 14:00,13:30 - 14:00,18.5,18.8,18.2,39.0,0.0
Fornells de la Selva,2026-02-21,14:00 - 14:30,14:00 - 14:30,18.6,19.1,18.2,43.0,0.0
Fornells de la Selva,2026-02-21,14:30 - 15:00,14:30 - 15:00,17.9,18.2,17.6,48.0,0.0
Fornells de la Selva,2026-02-21,15:00 - 15:30,15:00 - 15:30,17.8,18.0,17.6,47.0,0.0
Fornells de la Selva,2026-02-21,15:30 - 16:00,15:30 - 16:00,17.0,17.6,16.3,49.0,0.0
Fornells de la Selva,2026-02-21,16:00 - 16:30,16:00 - 16:30,15.7,16.2,15.4,52.0,0.0
Fornells de la Selva,2026-02-21,16:30 - 17:00,16:30 - 17:00,14.7,15.3,14.2,55.0,0.0
Fornells de la Selva,2026-02-21,17:00 - 17:30,17:00 - 17:30,13.3,14.2,12.0,58.0,0.0
Fornells de la Selva,2026-02-21,17:30 - 18:00,17:30 - 18:00,10.8,12.0,9.0,70.0,0.0
Fornells de la Selva,2026-02-21,18:00 - 18:30,18:00 - 18:30,8.3,9.0,7.8,84.0,0.0
Fornells de la Selva,2026-02-21,18:30 - 19:00,18:30 - 19:00,7.9,8.1,7.7,86.0,0.0
Fornells de la Selva,2026-02-21,19:00 - 19:30,19:00 - 19:30,7.4,8.0,7.1,85.0,0.0
