station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-09-04,00:00 - 00:30,00:00 - 00:30,19.8,20.0,19.7,100.0,0.0,1.4,259.0,5.0,1021.2,0.0
Girona,2026-09-04,00:30 - 01:00,00:30 - 01:00,19.4,19.7,19.2,100.0,0.0,0.7,269.0,4.0,1021.1,0.0
Girona,2026-09-04,01:00 - 01:30,01:00 - 01:30,19.1,19.3,18.9,100.0,0.0,0.7,291.0,4.3,1020.8,0.0
Girona,2026-09-04,01:30 - 02:00,01:30 - 02:00,18.7,18.9,18.6,100.0,0.0,1.1,310.0,4.0,1020.6,0.0
Girona,2026-09-04,02:00 - 02:30,02:00 - 02:30,18.5,18.7,18.4,100.0,0.0,0.7,328.0,2.2,1020.4,0.0
Girona,2026-09-04,02:30 - 03:00,02:30 - 03:00,18.1,18.4,17.9,100.0,0.0,0.0,331.0,1.4,1020.4,0.0
Girona,2026-09-04,03:00 - 03:30,03:00 - 03:30,17.8,17.9,17.6,100.0,0.0,0.0,331.0,0.4,1020.2,0.0
Girona,2026-09-04,03:30 - 04:00,03:30 - 04:00,17.5,17.6,17.3,100.0,0.0,,,,1020.1,0.0
Girona,2026-09-04,04:00 - 04:30,04:00 - 04:30,17.4,17.5,17.3,100.0,0.0,0.4,315.0,2.9,1020.0,0.0
Girona,2026-09-04,04:30 - 05:00,04:30 - 05:00,17.1,17.3,16.9,100.0,0.0,1.1,265.0,2.9,1020.0,0.0
Girona,2026-09-04,05:00 - 05:30,05:00 - 05:30,16.9,17.0,16.8,100.0,0.0,0.4,262.0,1.8,1020.0,4.0
Girona,2026-09-04,05:30 - 06:00,05:30 - 06:00,17.2,18.0,16.8,100.0,0.0,0.7,299.0,3.6,1019.9,39.0
Girona,2026-09-04,06:00 - 06:30,06:00 - 06:30,19.6,20.5,18.1,95.0,0.0,1.1,278.0,3.6,1020.0,117.0
Girona,2026-09-04,06:30 - 07:00,06:30 - 07:00,21.6,22.9,20.6,83.0,0.0,0.7,252.0,2.9,1020.0,200.0
Girona,2026-09-04,07:00 - 07:30,07:00 - 07:30,24.5,25.5,23.2,69.0,0.0,0.4,185.0,3.6,1019.9,298.0
Girona,2026-09-04,07:30 - 08:00,07:30 - 08:00,25.9,27.1,25.0,66.0,0.0,1.8,350.0,5.8,1019.9,401.0
Girona,2026-09-04,08:00 - 08:30,08:00 - 08:30,28.1,29.0,27.1,58.0,0.0,1.4,180.0,4.7,1019.9,489.0
Girona,2026-09-04,08:30 - 09:00,08:30 - 09:00,29.6,31.0,28.5,49.0,0.0,1.8,238.0,4.7,1019.9,574.0
Girona,2026-09-04,09:00 - 09:30,09:00 - 09:30,31.1,31.7,30.6,39.0,0.0,2.9,212.0,6.1,1020.1,650.0
