station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2025-12-20,00:00 - 00:30,00:00 - 00:30,11.6,11.6,11.5,98.0,1.8
Fornells de la Selva,2025-12-20,00:30 - 01:00,00:30 - 01:00,11.6,11.6,11.5,99.0,1.7
Fornells de la Selva,2025-12-20,01:00 - 01:30,01:00 - 01:30,11.5,11.5,11.4,99.0,1.9
Fornells de la Selva,2025-12-20,01:30 - 02:00,01:30 - 02:00,11.4,11.5,11.3,99.0,0.6
Fornells de la Selva,2025-12-20,02:00 - 02:30,02:00 - 02:30,11.2,11.3,11.0,99.0,0.1
Fornells de la Selva,2025-12-20,02:30 - 03:00,02:30 - 03:00,11.1,11.1,11.0,99.0,0.0
Fornells de la Selva,2025-12-20,03:00 - 03:30,03:00 - 03:30,11.0,11.1,10.9,99.0,0.0
Fornells de la Selva,2025-12-20,03:30 - 04:00,03:30 - 04:00,10.8,10.9,10.8,99.0,0.0
Fornells de la Selva,2025-12-20,04:00 - 04:30,04:00 - 04:30,10.8,10.9,10.7,99.0,0.0
Fornells de la Selva,2025-12-20,04:30 - 05:00,04:30 - 05:00,10.6,10.8,10.5,99.0,0.0
Fornells de la Selva,2025-12-20,05:00 - 05:30,05:00 - 05:30,10.4,10.5,10.3,99.0,0.0
Fornells de la Selva,2025-12-20,05:30 - 06:00,05:30 - 06:00,10.3,10.5,10.1,99.0,0.0
Fornells de la Selva,2025-12-20,06:00 - 06:30,06:00 - 06:30,10.5,10.7,10.3,99.0,0.0
Fornells de la Selva,2025-12-20,06:30 - 07:00,06:30 - 07:00,10.8,10.9,10.7,99.0,0.0
Fornells de la Selva,2025-12-20,07:00 - 07:30,07:00 - 07:30,11.0,11.0,10.9,99.0,0.0
Fornells de la Selva,2025-12-20,07:30 - 08:00,07:30 - 08:00,11.1,11.3,11.0,99.0,0.0
Fornells de la Selva,2025-12-20,08:00 - 08:30,08:00 - 08:30,11.4,11.5,11.3,99.0,0.0
Fornells de la Selva,2025-12-20,08:30 - 09:00,08:30 - 09:00,11.7,12.0,11.5,98.0,0.0
Fornells de la Selva,2025-12-20,09:00 - 09:30,09:00 - 09:30,12.2,12.4,11.9,98.0,0.0
Fornells de la Selva,2025-12-20,09:30 - 10:00,09:30 - 10:00,12.6,13.1,12.3,97.0,0.0
Fornells de la Selva,2025-12-20,10:00 - 10:30,10:00 - 10:30,13.4,13.6,13.2,95.0,0.0
Fornells de la Selva,2025-12-20,10:30 - 11:00,10:30 - 11:00,13.8,14.1,13.5,94.0,0.0
Fornells de la Selva,2025-12-20,11:00 - 11:30,11:00 - 11:30,14.3,14.5,14.1,92.0,0.0
Fornells de la Selva,2025-12-20,11:30 - 12:00,11:30 - 12:00,14.3,14.6,14.1,92.0,0.0
Fornells de la Selva,2025-12-20,12:00 - 12:30,12:00 - 12:30,15.0,15.5,14.6,89.0,0.0
Fornells de la Selva,2025-12-20,12:30 - 13:00,12:30 - 13:00,15.1,15.5,15.0,88.0,0.0
Fornells de la Selva,2025-12-20,13:00 - 13:30,13:00 - 13:30,15.4,15.6,15.1,87.0,0.0
Fornells de la Selva,2025-12-20,13:30 - 14:00,13:30 - 14:00,15.5,15.6,15.4,86.0,0.0
Fornells de la Selva,2025-12-20,14:00 - 14:30,14:00 - 14:30,15.3,15.5,15.1,84.0,0.0
Fornells de la Selva,2025-12-20,14:30 - 15:00,14:30 - 15:00,14.9,15.1,14.7,85.0,0.0
Fornells de la Selva,2025-12-20,15:00 - 15:30,15:00 - 15:30,14.5,14.7,14.4,89.0,0.0
Fornells de la Selva,2025-12-20,15:30 - 16:00,15:30 - 16:00,14.3,14.4,14.1,91.0,0.0
Fornells de la Selva,2025-12-20,16:00 - 16:30,16:00 - 16:30,13.9,14.1,13.7,92.0,0.0
Fornells de la Selva,2025-12-20,16:30 - 17:00,16:30 - 17:00,13.5,13.8,13.1,94.0,0.0
Fornells de la Selva,2025-12-20,17:00 - 17:30,17:00 - 17:30,13.1,13.2,13.0,96.0,0.0
Fornells de la Selva,2025-12-20,17:30 - 18:00,17:30 - 18:00,12.9,13.0,12.8,97.0,0.0
Fornells de la Selva,2025-12-20,18:00 - 18:30,18:00 - 18:30,13.0,13.1,12.9,97.0,3.2
Fornells de la Selva,2025-12-20,18:30 - 19:00,18:30 - 19:00,12.9,13.0,12.8,97.0,2.8
Fornells de la Selva,2025-12-20,19:00 - 19:30,19:00 - 19:30,12.7,12.8,12.7,98.0,1.0
Fornells de la Selva,2025-12-20,19:30 - 20:00,19:30 - 20:00,12.6,12.7,12.5,98.0,0.8
Fornells de la Selva,2025-12-20,20:00 - 20:30,20:00 - 20:30,12.6,12.7,12.5,98.0,1.0
Fornells de la Selva,2025-12-20,20:30 - 21:00,20:30 - 21:00,12.6,12.6,12.5,98.0,0.9
Fornells de la Selva,2025-12-20,21:00 - 21:30,21:00 - 21:30,12.5,12.6,12.5,99.0,3.5
Fornells de la Selva,2025-12-20,21:30 - 22:00,21:30 - 22:00,12.5,12.5,12.5,99.0,5.2
