station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-03-26,00:00 - 00:30,00:00 - 00:30,11.1,11.2,11.0,49.0,0.0,9.4,51.0,22.0,1014.3,0.0
Girona,2026-03-26,00:30 - 01:00,00:30 - 01:00,10.8,11.0,10.5,49.0,0.0,11.2,50.0,25.9,1014.2,0.0
Girona,2026-03-26,01:00 - 01:30,01:00 - 01:30,10.3,10.5,10.3,49.0,0.0,9.7,43.0,20.5,1014.2,0.0
Girona,2026-03-26,01:30 - 02:00,01:30 - 02:00,10.2,10.3,9.9,41.0,0.0,7.9,36.0,22.3,1014.1,0.0
Girona,2026-03-26,02:00 - 02:30,02:00 - 02:30,9.8,10.1,9.6,37.0,0.0,6.1,33.0,21.6,1013.9,0.0
Girona,2026-03-26,02:30 - 03:00,02:30 - 03:00,10.1,10.2,9.9,35.0,0.0,10.4,38.0,23.4,1013.7,0.0
Girona,2026-03-26,03:00 - 03:30,03:00 - 03:30,9.5,10.1,9.0,41.0,0.0,9.7,35.0,19.1,1013.9,0.0
Girona,2026-03-26,03:30 - 04:00,03:30 - 04:00,9.0,9.1,8.8,44.0,0.0,7.9,32.0,22.7,1014.0,0.0
Girona,2026-03-26,04:00 - 04:30,04:00 - 04:30,8.7,9.0,8.3,47.0,0.0,13.3,44.0,37.8,1014.2,0.0
Girona,2026-03-26,04:30 - 05:00,04:30 - 05:00,8.2,8.3,8.1,52.0,0.0,15.1,39.0,31.0,1014.4,0.0
Girona,2026-03-26,05:00 - 05:30,05:00 - 05:30,8.2,8.3,7.9,54.0,0.0,17.3,38.0,41.4,1014.6,0.0
Girona,2026-03-26,05:30 - 06:00,05:30 - 06:00,7.8,7.9,7.7,56.0,0.0,16.2,35.0,39.6,1015.0,8.0
Girona,2026-03-26,06:00 - 06:30,06:00 - 06:30,8.0,8.3,7.8,54.0,0.0,15.8,34.0,34.9,1015.6,69.0
Girona,2026-03-26,06:30 - 07:00,06:30 - 07:00,8.5,8.8,8.3,52.0,0.0,17.6,28.0,40.7,1016.1,165.0
Girona,2026-03-26,07:00 - 07:30,07:00 - 07:30,8.7,9.2,8.4,53.0,0.0,16.9,26.0,38.2,1016.4,245.0
Girona,2026-03-26,07:30 - 08:00,07:30 - 08:00,9.5,10.1,9.3,48.0,0.0,17.6,28.0,38.9,1016.6,359.0
Girona,2026-03-26,08:00 - 08:30,08:00 - 08:30,10.6,10.9,10.1,43.0,0.0,15.1,35.0,33.8,1016.6,458.0
Girona,2026-03-26,08:30 - 09:00,08:30 - 09:00,11.2,11.6,10.8,41.0,0.0,15.1,40.0,30.6,1016.7,547.0
Girona,2026-03-26,09:00 - 09:30,09:00 - 09:30,,,,,0.0,,,,,
Girona,2026-03-26,09:30 - 10:00,09:30 - 10:00,,,,,0.0,,,,,
Girona,2026-03-26,10:00 - 10:30,10:00 - 10:30,,,,,0.0,,,,,
Girona,2026-03-26,10:30 - 11:00,10:30 - 11:00,,,,,0.0,,,,,
Girona,2026-03-26,11:00 - 11:30,11:00 - 11:30,,,,,0.0,,,,,
Girona,2026-03-26,11:30 - 12:00,11:30 - 12:00,,,,,0.0,,,,,
Girona,2026-03-26,12:00 - 12:30,12:00 - 12:30,,,,,0.0,,,,,
Girona,2026-03-26,13:30 - 14:00,13:30 - 14:00,15.9,16.3,15.6,24.0,0.0,14.4,40.0,32.0,1013.5,782.0
Girona,2026-03-26,14:00 - 14:30,14:00 - 14:30,16.1,16.5,16.0,24.0,0.0,13.3,45.0,27.7,1013.2,725.0
Girona,2026-03-26,14:30 - 15:00,14:30 - 15:00,15.9,16.3,15.3,24.0,0.0,13.7,48.0,35.3,1013.1,649.0
Girona,2026-03-26,15:00 - 15:30,15:00 - 15:30,15.2,15.8,14.7,24.0,0.0,13.0,44.0,33.1,1013.0,386.0
Girona,2026-03-26,15:30 - 16:00,15:30 - 16:00,15.4,15.8,15.2,25.0,0.0,9.7,40.0,25.2,1012.9,432.0
Girona,2026-03-26,16:00 - 16:30,16:00 - 16:30,15.1,15.8,14.6,31.0,0.0,7.6,194.0,23.0,1013.3,321.0
Girona,2026-03-26,16:30 - 17:00,16:30 - 17:00,14.0,14.9,13.4,41.0,0.0,12.2,144.0,28.1,1013.4,223.0
Girona,2026-03-26,17:00 - 17:30,17:00 - 17:30,13.1,13.5,12.4,45.0,0.0,10.8,174.0,25.2,1013.6,87.0
Girona,2026-03-26,17:30 - 18:00,17:30 - 18:00,12.0,12.4,11.3,52.0,0.0,9.0,172.0,20.9,1014.1,16.0
