station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-01-22,00:00 - 00:30,00:00 - 00:30,10.6,10.7,10.5,82.0,0.0
Fornells de la Selva,2026-01-22,00:30 - 01:00,00:30 - 01:00,10.7,10.9,10.6,83.0,0.0
Fornells de la Selva,2026-01-22,01:00 - 01:30,01:00 - 01:30,10.8,10.9,10.7,83.0,0.0
Fornells de la Selva,2026-01-22,01:30 - 02:00,01:30 - 02:00,10.7,10.8,10.5,83.0,0.0
Fornells de la Selva,2026-01-22,02:00 - 02:30,02:00 - 02:30,10.3,10.5,9.9,84.0,0.0
Fornells de la Selva,2026-01-22,02:30 - 03:00,02:30 - 03:00,9.4,9.9,8.7,89.0,0.0
Fornells de la Selva,2026-01-22,03:00 - 03:30,03:00 - 03:30,9.0,9.4,8.3,90.0,0.0
Fornells de la Selva,2026-01-22,03:30 - 04:00,03:30 - 04:00,8.5,8.8,8.2,92.0,0.0
Fornells de la Selva,2026-01-22,04:00 - 04:30,04:00 - 04:30,8.0,8.4,7.7,94.0,0.0
Fornells de la Selva,2026-01-22,04:30 - 05:00,04:30 - 05:00,7.8,8.1,7.5,95.0,0.0
Fornells de la Selva,2026-01-22,05:00 - 05:30,05:00 - 05:30,8.4,8.6,8.1,93.0,0.0
Fornells de la Selva,2026-01-22,05:30 - 06:00,05:30 - 06:00,8.7,9.0,8.6,90.0,0.0
Fornells de la Selva,2026-01-22,06:00 - 06:30,06:00 - 06:30,8.7,9.0,8.5,90.0,0.2
Fornells de la Selva,2026-01-22,06:30 - 07:00,06:30 - 07:00,8.5,8.6,8.3,92.0,0.4
Fornells de la Selva,2026-01-22,07:00 - 07:30,07:00 - 07:30,8.7,8.8,8.3,89.0,0.2
Fornells de la Selva,2026-01-22,07:30 - 08:00,07:30 - 08:00,8.6,8.8,8.4,89.0,0.0
Fornells de la Selva,2026-01-22,08:00 - 08:30,08:00 - 08:30,8.5,8.8,8.4,90.0,0.0
Fornells de la Selva,2026-01-22,08:30 - 09:00,08:30 - 09:00,8.7,8.9,8.6,88.0,0.0
Fornells de la Selva,2026-01-22,09:00 - 09:30,09:00 - 09:30,8.8,8.8,8.8,91.0,0.0
Fornells de la Selva,2026-01-22,09:30 - 10:00,09:30 - 10:00,8.8,8.8,8.7,93.0,0.0
