station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-02-14,00:00 - 00:30,00:00 - 00:30,8.0,8.1,7.8,96.0,0.0
Fornells de la Selva,2026-02-14,00:30 - 01:00,00:30 - 01:00,7.7,7.9,7.5,97.0,0.0
Fornells de la Selva,2026-02-14,01:00 - 01:30,01:00 - 01:30,7.5,7.6,7.4,97.0,0.0
Fornells de la Selva,2026-02-14,01:30 - 02:00,01:30 - 02:00,7.4,7.5,7.2,97.0,0.0
Fornells de la Selva,2026-02-14,02:00 - 02:30,02:00 - 02:30,7.3,7.4,7.1,97.0,0.0
Fornells de la Selva,2026-02-14,02:30 - 03:00,02:30 - 03:00,7.1,7.2,6.6,97.0,0.0
Fornells de la Selva,2026-02-14,03:00 - 03:30,03:00 - 03:30,6.6,6.9,6.4,98.0,0.0
Fornells de la Selva,2026-02-14,03:30 - 04:00,03:30 - 04:00,6.4,6.5,6.1,98.0,0.0
Fornells de la Selva,2026-02-14,04:00 - 04:30,04:00 - 04:30,6.3,6.5,6.2,98.0,0.0
Fornells de la Selva,2026-02-14,04:30 - 05:00,04:30 - 05:00,6.3,6.4,6.1,98.0,0.0
Fornells de la Selva,2026-02-14,05:00 - 05:30,05:00 - 05:30,6.3,6.4,6.1,98.0,0.0
Fornells de la Selva,2026-02-14,05:30 - 06:00,05:30 - 06:00,6.5,6.6,6.4,98.0,0.0
Fornells de la Selva,2026-02-14,06:00 - 06:30,06:00 - 06:30,6.2,6.4,6.0,98.0,0.0
Fornells de la Selva,2026-02-14,06:30 - 07:00,06:30 - 07:00,6.3,6.4,6.1,98.0,0.0
Fornells de la Selva,2026-02-14,07:00 - 07:30,07:00 - 07:30,6.0,6.2,5.8,98.0,0.0
Fornells de la Selva,2026-02-14,07:30 - 08:00,07:30 - 08:00,6.0,6.3,5.7,98.0,0.0
Fornells de la Selva,2026-02-14,08:00 - 08:30,08:00 - 08:30,6.6,6.8,6.4,98.0,0.0
