station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-06-27,00:00 - 00:30,00:00 - 00:30,20.1,20.5,19.6,86.0,0.0,2.2,267.0,6.5,1018.1,0.0
Girona,2026-06-27,00:30 - 01:00,00:30 - 01:00,19.2,19.6,18.9,90.0,0.0,1.4,248.0,8.3,1018.1,0.0
Girona,2026-06-27,01:00 - 01:30,01:00 - 01:30,18.7,18.9,18.5,92.0,0.0,2.5,305.0,6.8,1018.1,0.0
Girona,2026-06-27,01:30 - 02:00,01:30 - 02:00,18.1,18.5,17.7,93.0,0.0,0.7,286.0,3.6,1018.0,0.0
Girona,2026-06-27,02:00 - 02:30,02:00 - 02:30,17.5,17.7,17.4,96.0,0.0,0.0,301.0,1.4,1018.1,0.0
Girona,2026-06-27,02:30 - 03:00,02:30 - 03:00,17.2,17.4,17.0,96.0,0.0,1.8,282.0,4.0,1018.1,0.0
Girona,2026-06-27,03:00 - 03:30,03:00 - 03:30,17.1,17.3,17.0,96.0,0.0,4.0,261.0,6.1,1018.0,0.0
Girona,2026-06-27,03:30 - 04:00,03:30 - 04:00,17.0,17.3,16.7,95.0,0.0,3.2,270.0,6.5,1018.1,0.0
Girona,2026-06-27,04:00 - 04:30,04:00 - 04:30,16.5,16.7,16.3,98.0,0.0,0.7,282.0,2.5,1018.2,4.0
Girona,2026-06-27,04:30 - 05:00,04:30 - 05:00,16.4,16.6,16.3,98.0,0.0,0.7,260.0,2.9,1018.5,26.0
Girona,2026-06-27,05:00 - 05:30,05:00 - 05:30,18.1,19.4,16.6,89.0,0.0,0.4,273.0,2.5,1018.6,100.0
Girona,2026-06-27,05:30 - 06:00,05:30 - 06:00,20.5,21.6,19.5,78.0,0.0,2.2,278.0,6.1,1018.7,184.0
Girona,2026-06-27,06:00 - 06:30,06:00 - 06:30,24.1,26.0,21.7,64.0,0.0,2.5,188.0,9.0,1018.8,274.0
Girona,2026-06-27,06:30 - 07:00,06:30 - 07:00,26.7,27.3,26.0,54.0,0.0,4.7,195.0,10.8,1019.0,368.0
Girona,2026-06-27,07:00 - 07:30,07:00 - 07:30,27.9,28.8,26.7,50.0,0.0,5.0,202.0,10.1,1019.0,446.0
Girona,2026-06-27,07:30 - 08:00,07:30 - 08:00,28.8,29.3,28.5,54.0,0.0,6.5,191.0,14.0,1019.0,540.0
Girona,2026-06-27,08:00 - 08:30,08:00 - 08:30,30.2,30.9,29.6,48.0,0.0,7.2,188.0,13.0,1019.0,621.0
Girona,2026-06-27,08:30 - 09:00,08:30 - 09:00,31.6,32.2,30.9,42.0,0.0,9.0,197.0,17.6,1018.7,699.0
Girona,2026-06-27,09:00 - 09:30,09:00 - 09:30,33.4,34.5,32.1,36.0,0.0,8.6,186.0,19.8,1018.5,774.0
Girona,2026-06-27,09:30 - 10:00,09:30 - 10:00,34.4,34.7,34.1,29.0,0.0,12.6,199.0,27.4,1018.5,816.0
Girona,2026-06-27,10:00 - 10:30,10:00 - 10:30,35.1,35.5,34.9,30.0,0.0,12.6,200.0,29.9,1018.3,877.0
Girona,2026-06-27,10:30 - 11:00,10:30 - 11:00,35.3,35.7,35.0,31.0,0.0,14.4,179.0,32.4,1018.3,915.0
Girona,2026-06-27,11:00 - 11:30,11:00 - 11:30,35.3,35.9,34.9,29.0,0.0,17.3,166.0,34.6,1018.1,948.0
Girona,2026-06-27,11:30 - 12:00,11:30 - 12:00,35.5,35.9,35.0,29.0,0.0,17.6,164.0,37.8,1017.8,965.0
Girona,2026-06-27,12:00 - 12:30,12:00 - 12:30,35.2,35.9,34.8,30.0,0.0,21.2,162.0,45.4,1017.6,966.0
Girona,2026-06-27,12:30 - 13:00,12:30 - 13:00,35.2,36.0,34.4,31.0,0.0,21.6,165.0,42.8,1017.5,950.0
Girona,2026-06-27,13:00 - 13:30,13:00 - 13:30,35.2,35.5,34.8,31.0,0.0,16.2,186.0,40.0,1017.5,921.0
