station_name,date,period,period_utc,tm,tx,tn,hr,ppt,vvm,dvm,vvx,pm,rs
Girona,2026-09-26,00:00 - 00:30,00:00 - 00:30,12.9,13.1,12.7,100.0,0.0,0.4,211.0,3.2,1021.0,0.0
Girona,2026-09-26,00:30 - 01:00,00:30 - 01:00,12.9,13.0,12.7,100.0,0.0,1.1,348.0,4.3,1021.0,0.0
Girona,2026-09-26,01:00 - 01:30,01:00 - 01:30,12.6,12.8,12.4,100.0,0.0,0.7,333.0,2.9,1021.0,0.0
Girona,2026-09-26,01:30 - 02:00,01:30 - 02:00,12.3,12.4,12.0,100.0,0.0,0.0,324.0,1.4,1020.9,0.0
Girona,2026-09-26,02:00 - 02:30,02:00 - 02:30,12.0,12.2,11.9,100.0,0.0,0.4,305.0,2.2,1020.9,0.0
Girona,2026-09-26,02:30 - 03:00,02:30 - 03:00,11.8,12.0,11.7,100.0,0.0,0.0,291.0,1.4,1021.1,0.0
Girona,2026-09-26,03:00 - 03:30,03:00 - 03:30,11.8,11.9,11.6,100.0,0.0,0.4,273.0,2.2,1021.3,0.0
Girona,2026-09-26,03:30 - 04:00,03:30 - 04:00,11.7,11.8,11.6,100.0,0.0,0.0,266.0,1.8,1021.4,0.0
Girona,2026-09-26,04:00 - 04:30,04:00 - 04:30,11.6,11.7,11.4,100.0,0.0,0.4,266.0,2.2,1021.4,0.0
Girona,2026-09-26,04:30 - 05:00,04:30 - 05:00,11.4,11.5,11.2,100.0,0.0,0.0,266.0,1.1,1021.7,0.0
Girona,2026-09-26,05:00 - 05:30,05:00 - 05:30,11.4,11.5,11.2,100.0,0.0,1.1,282.0,3.6,1022.1,0.0
Girona,2026-09-26,05:30 - 06:00,05:30 - 06:00,11.2,11.4,11.0,100.0,0.0,0.4,291.0,2.9,1022.4,8.0
Girona,2026-09-26,06:00 - 06:30,06:00 - 06:30,12.2,14.0,11.4,100.0,0.0,0.7,288.0,2.5,1022.5,64.0
Girona,2026-09-26,06:30 - 07:00,06:30 - 07:00,15.3,16.2,14.2,88.0,0.0,0.7,254.0,3.2,1022.5,141.0
