station_name,date,period,period_utc,tm,tx,tn,hr,ppt
Fornells de la Selva,2026-07-05,00:00 - 00:30,00:00 - 00:30,17.2,17.5,16.8,88.0,0.0
Fornells de la Selva,2026-07-05,00:30 - 01:00,00:30 - 01:00,16.5,17.2,16.3,91.0,0.0
Fornells de la Selva,2026-07-05,01:00 - 01:30,01:00 - 01:30,16.2,16.5,16.0,93.0,0.0
Fornells de la Selva,2026-07-05,01:30 - 02:00,01:30 - 02:00,15.6,16.1,15.4,94.0,0.0
Fornells de la Selva,2026-07-05,02:00 - 02:30,02:00 - 02:30,15.4,15.7,15.0,94.0,0.0
Fornells de la Selva,2026-07-05,02:30 - 03:00,02:30 - 03:00,14.9,15.2,14.7,95.0,0.0
Fornells de la Selva,2026-07-05,03:00 - 03:30,03:00 - 03:30,14.7,15.0,14.4,96.0,0.0
Fornells de la Selva,2026-07-05,03:30 - 04:00,03:30 - 04:00,14.3,14.7,13.9,95.0,0.0
Fornells de la Selva,2026-07-05,04:00 - 04:30,04:00 - 04:30,13.9,14.1,13.8,96.0,0.0
Fornells de la Selva,2026-07-05,04:30 - 05:00,04:30 - 05:00,13.7,14.1,13.5,95.0,0.0
Fornells de la Selva,2026-07-05,05:00 - 05:30,05:00 - 05:30,15.4,16.6,14.1,89.0,0.0
Fornells de la Selva,2026-07-05,05:30 - 06:00,05:30 - 06:00,18.0,18.9,16.7,82.0,0.0
Fornells de la Selva,2026-07-05,06:00 - 06:30,06:00 - 06:30,19.7,20.7,18.6,79.0,0.0
Fornells de la Selva,2026-07-05,06:30 - 07:00,06:30 - 07:00,22.4,24.4,20.8,67.0,0.0
Fornells de la Selva,2026-07-05,07:00 - 07:30,07:00 - 07:30,25.5,27.2,24.6,52.0,0.0
Fornells de la Selva,2026-07-05,07:30 - 08:00,07:30 - 08:00,28.0,28.9,27.3,46.0,0.0
Fornells de la Selva,2026-07-05,08:00 - 08:30,08:00 - 08:30,29.8,30.7,29.1,41.0,0.0
